رقم,اسم_المدرسة,المنطقة_التربوية,نوع_التعليم,طبيعة,جنس_الطلاب,العنوان,الهاتف,المالك,اللغة_الأجنبية
1,االورغواي الرسمية المختمطة - االشرفية االولى,بيروت االولى,رسمي,رسمي,مختلطة,االشرفية - العدلية - شارع 09 مختمطة,,,
5,ثانوية جبارن غسان تويني الرسمية ااألولى -األشرفية,بيروت االولى,رسمي,رسمي,مختلطة,االشرفية - شارع اديب اسحق مختمطة,,,
8,ثانوية لور مغيزل الرسمية لمبنات,بيروت االولى,رسمي,رسمي,,االشرفية - الغابة - شارع الشحروري لمبنات,,,
21,متوسطة بيروت العالية الرسمية لمبنات,بيروت الثانية,رسمي,رسمي,مختلطة,خندق الغميق - شارع داوود عمون مختمطة,03384610,الدولة,
61,زقاق الببلط الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,زقاق الببلط - شارع بطرس البستاني مختمطة,,,
91,ثانوية المفتي الشييد حسن خالد الرسمية المختمطة-(حوض الوالية),بيروت الثانية,رسمي,رسمي,مختلطة,برج ابي حيدر - شارع برج ابي حيدر مختمطة,,,
12,وطى المصيطبو الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,وطى المصيطبة - شارع البستاني مختمطة,,,
22,ثانوية زىيو سممان الرسمية (سابقا وطى المصيطبة),بيروت الثانية,رسمي,رسمي,مختلطة,بئر حسن - شارع الشارع المقابل لشركة csT مختمطة 12 43,,,
42,ثانوية فخر الدين المعني الرسمية لمبنات,بيروت الثانية,رسمي,رسمي,,برج ابي حيدر - شارع عبد الغني العريسي لمبنات,,,
52,متوسطة الممك سعود المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,المزرعة - برج ابي حيدر - شارع المعري مختمطة 3 4,21865610,خاص,
62,االرشاد الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,برج ابي حيدر - شارع مصباح شبقمو مختمطة,,,
03,ثانوية دولة الرئيس رياض الصمح الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,ارس النبع - شارع المحمصاني مختمطة,,,
43,الطريق الجديدة المتوسطة الثانية المختمطة الرسمية,بيروت الثانية,رسمي,رسمي,مختلطة,الممعب - شارع الرواس مختمطة,,,
83,ثانوية جميل رواس الرسمية لمبنين,بيروت الثانية,رسمي,رسمي,,طريق الجديدة - شارع الرواس لمبنين,,,
04,ثانوية عمر فروخ الرسمية لمبنات,بيروت الثانية,رسمي,رسمي,,طريق الجديدة - شارع بولفار المدينة الرياضية لمبنات 31 72,,,
14,ابتياج قدوره المتوسطة المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,بئر حسن - مقابل المدينة الرياضية مختمطة,93932810,الدولة,
34,الطريق الجديدة الاربعة المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,الحرش - الطريق الجديدة - شارع حمد مختمطة 2,28704610,خاص,
44,ارس النبع الثانية الرسمية لمبنات,بيروت الثانية,رسمي,رسمي,مختلطة,ارس النبع - شارع محمد الحوت لمبنات,85574610,خاص,
74,البسطة األولى الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,ارس النبع - المزرعة - شارع الشقيف-المتفرع من شارع عمربن خطاب مختمطة,,,
94,العبلمة الدكتور صبحي الصالح المتوسطة المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,بئر حسن - شارع عدنان الحكيم مختمطة,,,
6041,ارس النبع الرسميو الثانيو المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,ارس النبع - الباشورة - شارع داوود عمون مختمطة,,,
7741,ثانوية العبلمة عبداهلل العبليمي الرسمية لمبنات,بيروت الثانية,رسمي,رسمي,,الممعب - ابو شاكر - شارع لبس لمبنات 9 81,,,
3251,عمر الزعني المتوسطو الرسميو المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,الممعب - ابو شاكر - شارع عمر فروخ مختمطة,,,
4251,اميمي سرسق المتوسطة الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,المصيطبة - قرب المدينة الرياضية - شارع محمد البزري مختمطة 6 2,,,
6251,روضة عمر االنسي الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,بئر حسن - مقابل المدينة الرياضية بئر حسن - شارع شارع االمم المتحدة مختمطة,27274810,الدولة,فرنسية+فرنسية
0351,ثانوية جبارن انداروس التويني الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,بئر حسن - شارع عدنان الحكيم مختمطة,85952810,الدولة,
2351,محمد شامل االبتدائية الرسمية المختمطة,بيروت الثانية,رسمي,رسمي,مختلطة,الممعب - شارع ابو شاكر- طمعة االطفائية مختمطة,,,
1261,مدرسة الشييد عدنان حمباوي الرسمية-االوازعي,بيروت الثانية,رسمي,رسمي,مختلطة,,,,
32,امين بييم النموذجية المختمطة الرسمية-المنارة,بيروت الثالثة,رسمي,رسمي,مختلطة,ارس بيروت - المنارة - شارع كاركاس مختمطة,,,
05,جابر االحمد الصباح,بيروت الثالثة,رسمي,رسمي,مختلطة,ارس بيروت - شارع التنوخيين مختمطة,,,
45,رمل الظريف الرسمية المختمطة,بيروت الثالثة,رسمي,رسمي,مختلطة,رمل الزيدانية - الزيدانية - شارع ازروب الكبي مختمطة,,,
75,ثانوية الدكتور حسن صعب الرسمية المختمطو,بيروت الثالثة,رسمي,رسمي,مختلطة,الصنائع - شارع الارشدين مختمطة,,,
06,ثانوية الدكتورة امان كبارة شعارني الرسمية لمبنات,بيروت الثالثة,رسمي,رسمي,,رمل الزيدانية - الزيدانيو - شارع مدحت باشا لمبنات 8 51,,,
16,روضة السيدة رفقة عبداهلل تاجي,بيروت الثالثة,رسمي,رسمي,مختلطة,دار الفتوى - شارع ابن رشد مختمطة,93110310,خاص,
5251,االمير شكيب ارسبلن المتوسطة المختمطة (سابقا فردان الرسمية),بيروت الثالثة,رسمي,رسمي,مختلطة,عين التينة - ساقية الجنزير - شارع رشيد كارمة مختمطة 01 9,,,
8251,ثانوية االمير شكيب ارسبلن الرسمية المختمطة,بيروت الثالثة,رسمي,رسمي,مختلطة,عين التينة - ساقية الجنزير - شارع رشيد كارمي مختمطة,00919710,,
46,مدرسة سن الفيل االولى المختمطة الرسمية,ضواحي بيروت المباشرة الشمالية,رسمي,رسمي,مختلطة,سن الفيل - ماارلياس - شارع حبيب ابي شيبل مختمطة,,,
66,برج حمود الرسمية - الفرع الفرنسي,ضواحي بيروت المباشرة الشمالية,رسمي,رسمي,مختلطة,برج حمود - الصالومي مختمطة,,,
07,التحويطة المختمطة الرسمية,ضواحي بيروت المباشرة الجنوبية,رسمي,رسمي,مختلطة,التحويطة - شارع الياس ابي ارشد مختمطة,,,
37,الشياح الرسمية الثانية المختمطة انكميزي,ضواحي بيروت المباشرة الجنوبية,رسمي,رسمي,مختلطة,عين الرمانة - شارع وديع نعيم مختمطة,,,
57,الشياح الثانية المتوسطة الرسمية لمبنات,ضواحي بيروت المباشرة الجنوبية,رسمي,رسمي,,مارمارون - شارع لمع لمع لمبنات,,,
87,ثانوية المربي احمد كزما الرسميو لمبنات - الغبيري,ضواحي بيروت المباشرة الجنوبية,رسمي,رسمي,,الغبيري - شارع عبدالكريم الخميل -روضة الشييدي لمبنات,99560017,خاص,
97,الغبيري االولى االبتدائية المختمطة- فرنسي,ضواحي بيروت المباشرة الجنوبية,رسمي,رسمي,مختلطة,الغبيري - المصبغة - شارع المصبغة مختمطة 5 7,,,
28,متوسطة الغبيري الثانية الرسمية المختمطة,ضواحي بيروت المباشرة الجنوبية,رسمي,رسمي,مختلطة,الغبيري - الجامع - شارع الجامع مختمطة,63926417,خاص,
68,الغبيري االولى الرسمية االبتدائية المختمطة انكميزي,ضواحي بيروت المباشرة الجنوبية,رسمي,رسمي,مختلطة,الغبيري - شارع درغام مختمطة 6 8,64075810,خاص,
