id,الاسم,الاسم_بالانجليزي,نوع_الملكية,المرحلة_الدراسية,نوع_المنشأة,المحافظة,القضاء,الناحية,adm4,المدينة,العنوان,خط_الطول,خط_العرض,adm0_pcode,adm1_pcode,adm2_pcode,adm3_pcode,adm4_pcode,المصدر
node/11951806972,مدرسة الانشراح الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8122244,30.4755919,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951806973,متوسطة موطن الرحمة للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8118516,30.4755957,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951806970,متوسطة الادب الرفيع للبنين,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8110871,30.4774577,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951806971,مدرسة الروند الابتدائيةللبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8116809,30.4775724,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4993228874,مدرسة ايشق,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8142677,30.4772278,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951806969,مدارس جيل الزهراء الاهلية النموذجية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8012317,30.472711,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951802749,روضة براعم الربيع الاهلية,,غير محددة,روضة أطفال,روضة أطفال,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8024632,30.4753428,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/6328586489,متوسطة القباب/ شقق الجمعيات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7961496,30.4822946,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/6257449085,اعدادية الاصفياء,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7952427,30.4830172,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/438310689,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.7946038, 30.4834995], [47.7950569, 30.4837254], [47.795455, 30.4831072], [47.7954794, 30.4830731], [47.795482, 30.4830652], [47.7955056, 30.4830286], [47.7950658, 30.4828218], [47.7949977, 30.4829285], [47.7946038, 30.4834995]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951802747,روضة حمادة الاهلية,,غير محددة,روضة أطفال,روضة أطفال,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7986464,30.490362,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801336,AlMawahib School,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7991557,30.4921951,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801337,متوسطة الكفاءات للبنين,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7993702,30.4919151,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801335,ثانوية الارتقاء للبنات,,غير محددة,ثانوية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7987765,30.4926229,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801334,مدرسة هاني بن عروة الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7992362,30.4924843,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801333,مدرسة الكفاءات الابتدائية الاهلية المختلطة,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.7999345,30.4935359,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951802746,روضه وحضانة الدلال الاهليه النموذجيه,,غير محددة,روضة أطفال,روضة أطفال,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8000093,30.4941562,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801338,أعدادية التمريض للبنين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.80538,30.4908401,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12513786223,مدارس المتنبي الاهلية الخاصة,Mutanabi National School for Boys,خاصة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8170646,30.482211,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11505452669,مركز البرت لدورات التقوية و التطوير,Albert Center,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8184793,30.4815991,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/7042871685,مدارس موطني,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8204038,30.4858461,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/7050860085,متوسطة البلاغة للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8166602,30.4920669,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/7050859986,مدرسة عائشة الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8186897,30.4953181,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/4650797190,مدارس نبراس العلم الاهلية,مدارس نبراس العلم الاهلية,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8240731,30.4937082,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/1216778983,مدرسة نسيبه الانصاري,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,"[[47.8219802, 30.4904442], [47.8222604, 30.4907955], [47.822697, 30.4905358], [47.8225058, 30.4902212], [47.8219802, 30.4904442]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11794298580,مدارس نور البيان الأهلية النموذجية الخاصة,,خاصة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8298808,30.4960793,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682139,مدير مدرسة الباشق العربي,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8352897,30.4885265,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/5398375921,مدرسة تونس الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8293161,30.488484,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682138,مدارس الهدف التربوي النموذجية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8341545,30.4824836,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682151,مدرسة الخالدين للبنين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8328911,30.4835992,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682137,مدرسة الخالدين للبنين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.832809,30.4835365,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/7854624386,ثانوية الشاهين الاهلية,,غير محددة,ثانوية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8279023,30.4752939,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/7854623585,مدارس الشاهين الاهلية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.828319,30.4760787,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682136,مدرسة المدينة الزاهرة العراقية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8211069,30.4775921,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801346,المدرسة العراقية الألمانية -البصرة,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.821184,30.4774144,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801365,مدرسة الوجدان للتعليم المسرع للبنات,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8168053,30.4733123,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/438310688,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,القبلة,,"[[47.8157284, 30.4734407], [47.8160884, 30.4739076], [47.8169579, 30.4734223], [47.8165802, 30.4729186], [47.8157284, 30.4734407]]",,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801364,مدرسة كرم الرحمن الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8165746,30.4734842,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801366,مدرسة الهداية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8165606,30.4729916,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801363,مدرسة زينة الدنيا الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8161924,30.4731985,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11951801362,مدرسة الوديان الإبتدائية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8258212,30.4704732,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/11368594270,ثانويه الامام الرضا,,غير محددة,ثانوية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8249982,30.4680401,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/11396030269,معهد المجد للدورات,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8383821,30.4692167,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682135,مدرسة السيدة هاجر الإبتدائية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8550254,30.4767454,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682118,مدرسة السيدة هاجر الإبتدائية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8550435,30.4767515,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682120,مدرسة الشهيد هاشم ياسر الاسدي,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8553396,30.4774016,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682134,مدرسة الشهيد هاشم ياسر الاسدي,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8553825,30.4773849,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682119,مدرسة بلاد الرافين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8554321,30.4772878,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682148,مدرسة المتنعمين للبنين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8412438,30.4748504,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682150,ثانوية الباشق العربي للبنين,,غير محددة,ثانوية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8384685,30.4841367,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/11768419694,روضة و حضانة الاجيال الاهلية,,غير محددة,روضة أطفال,روضة أطفال,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8402878,30.4944102,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682141,الوثبة الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.840578,30.4971359,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682140,الوثبة الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8405522,30.4971483,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682143,الوثبة الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8405016,30.4973113,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682144,مدرسة زهرة الوادي,,غير محددة,غير محدد,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8407115,30.4976542,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
node/12766682142,مدرسة بغداد المتوسطة للبنين,,غير محددة,متوسطة,مدرسة,Al-Basrah,Al-Basrah,Markaz Al-Basrah,,,,47.8402857,30.4975473,IRQ,IQG02,IQG02Q02,IQG02Q02N02,,
way/403913593,مدرسة الحضارة الاهلية,Alhadara Private School,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,"[[47.8516193, 30.4979935], [47.851386, 30.4978595], [47.8516488, 30.4975613], [47.8518849, 30.4977185], [47.8516193, 30.4979935]]",,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682146,مدرسة الفضيل بن يسار البصري,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8553617,30.498578,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/6791066885,مدرسة السراجي,AL Sarrajee School,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.851927,30.4871299,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
way/485391684,مدرسة الفيروز الابتدائية للبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,"[[47.8566632, 30.4845347], [47.8564969, 30.4842666], [47.8567813, 30.4841395], [47.8568537, 30.4842574], [47.8569341, 30.4842366], [47.85702, 30.484366], [47.8566632, 30.4845347]]",,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/6299839987,روضة مكارم الاخلاق,Kindergarten Mkarem ethics,غير محددة,روضة أطفال,روضة أطفال,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8768668,30.4744573,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/10260953709,مدرسة اشور الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8714708,30.477322,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/11396030469,,دورات تقوية,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8644816,30.4776657,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/10716716769,مدرسة مكارم الاخلاق,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8652459,30.4802378,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
way/1152009992,,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,"[[47.8652468, 30.4802933], [47.8654188, 30.4802146], [47.8652895, 30.4800521], [47.8651374, 30.480134], [47.8652468, 30.4802933]]",,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682132,مدارس السياب,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8652624,30.4807266,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/8514623117,مدرسة البهادرية للبنين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8634966,30.4706074,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682122,مدرسة البيلسان الابتدائيه للبنات,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8632274,30.4700833,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682121,مدرسة مشارق المعرفه للبنات,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8630473,30.4698524,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/5249431524,البشرى / المروة,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.877848,30.4689551,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682123,متوسطة المروة للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8779358,30.4688347,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682131,ثانوية الشهيد محمد عبدالعزيز الكنعان للبنين,,غير محددة,ثانوية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8672734,30.4564938,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682130,مدرسة النباهه للبنات,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8880119,30.4457549,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/11745091199,مدرسة عثمان بن عفان,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8864116,30.4467728,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682117,مدرسة حفيده الزهراء,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8914253,30.4567481,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682129,مدرسة ثانوية أوئل المبدعين للبنات,,غير محددة,ثانوية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8957199,30.4558496,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682114,مدرسة ثانوية أوئل المبدعين للبنات,,غير محددة,ثانوية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8957471,30.4558328,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682116,مدرسة حمدان الابتدائية للبنين,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8983327,30.4543947,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682115,متوسطة البشير للبنين,,غير محددة,متوسطة,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.8985272,30.4542904,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
way/439874677,مدرسة حمدان,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,"[[47.912678, 30.4603325], [47.9123025, 30.4604574], [47.9119538, 30.4597684], [47.9123668, 30.4596343], [47.912678, 30.4603325]]",,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682111,مدرسة الوحدة الاسلامية للبنين,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9123989,30.4599998,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/11745046546,مدرسة الحضارة,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9142823,30.4605105,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/7874622188,مدرسة النخبة الاهلية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9174322,30.4598192,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
way/439874717,مدرسة رفح,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,"[[47.9181229, 30.459195], [47.9174791, 30.4593939], [47.9172967, 30.4589407], [47.9179566, 30.4587742], [47.9181229, 30.459195]]",,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/11745046529,متوسطة سيدة النساء للبنات,,غير محددة,متوسطة,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9173992,30.4593837,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/11745046531,روضة أزهار الربيع,,غير محددة,روضة أطفال,روضة أطفال,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9172156,30.4572182,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/11745046530,ثانوية العاصمة الاهلية للبنين,,غير محددة,ثانوية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9166577,30.4568044,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682109,مدرسة الجواهري الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9254981,30.433871,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682110,مدارس اسطنبول النموذجية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.923752,30.4396585,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682108,ثانوية تونس للبنين,,غير محددة,ثانوية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9392461,30.4399548,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/5317866921,سيد البلغاء الابتدائية للبنين,Syd Alblgha Elementary school for boys,غير محددة,ابتدائية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9584345,30.4414158,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/12766682107,مدارس طيور الخصيب الاهلية,,غير محددة,غير محدد,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.9622819,30.4413033,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
node/10718578505,مدرسة تدمر الابتدائية,,غير محددة,ابتدائية,مدرسة,Al-Basrah,Abu Al-Khaseeb,Markaz Abu Al-Khaseeb,,,,47.958871,30.4410547,IRQ,IQG02,IQG02Q01,IQG02Q01N02,,
