id,الاسم_بالعربية,الاسم_بالانجليزية,نوع_الملكية,المرحلة_الدراسية,نوع_المنشأة,المحافظة_AR,المنطقة_AR,الناحية_AR,المحافظة_EN,المنطقة_EN,الناحية_EN,adm0_pcode,adm1_pcode,adm2_pcode,adm3_pcode,adm4_pcode,المدينة,العنوان,خط_الطول,خط_العرض,المصدر
way/1144529909,,,غير محددة,غير محدد,مدرسة,إدلب,Harim,Dana,Idleb,Harim,Dana,SYR,SY07,SY0703,SY070301,,أطمة,"Atimah Rose Hall Street, أطمة, ناحية الدانا, منطقة حارم, محافظة إدلب, سوريا",36.686937,36.314073,
way/1351186383,المدرسة الأرمنية,المدرسة الأرمنية,غير محددة,غير محدد,مدرسة,اللاذقية,Lattakia,Kasab,Lattakia,Lattakia,Kasab,SYR,SY06,SY0600,SY060005,,جقالجق,"المدرسة الأرمنية, طريق النبعين, جقالجق, ناحية كسب, منطقة اللاذقية, محافظة اللاذقية, سوريا",35.98541,35.927411,
node/947406120,المدرسة الأرمنية,Armenian School,غير محددة,غير محدد,مدرسة,اللاذقية,Lattakia,Kasab,Lattakia,Lattakia,Kasab,SYR,SY06,SY0600,SY060005,,جقالجق,"المدرسة الأرمنية, طريق النبعين, جقالجق, ناحية كسب, منطقة اللاذقية, محافظة اللاذقية, سوريا",35.985453,35.927471,
node/947398136,,,غير محددة,غير محدد,مدرسة,اللاذقية,Lattakia,Kasab,Lattakia,Lattakia,Kasab,SYR,SY06,SY0600,SY060005,,جقالجق,"طريق النبعين, جقالجق, ناحية كسب, منطقة اللاذقية, محافظة اللاذقية, سوريا",35.991147,35.923782,
node/13644211501,بشائر الأمل الخاصة,بشائر الأمل الخاصة,خاصة,غير محدد,مدرسة,إدلب,Harim,Salqin,Idleb,Harim,Salqin,SYR,SY07,SY0703,SY070302,,سلقين,"بشائر الأمل الخاصة, 56, سلقين, ناحية سلقين, منطقة حارم, محافظة إدلب, سوريا",36.446846,36.138514,
node/11237856437,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"شارع اشكان شرقي, بافللور, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.634867,36.398281,
node/11237821437,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Jandairis,Aleppo,Afrin,Jandairis,SYR,SY02,SY0203,SY020302,,جندريس,"شارع شيخ الحديد, حسيركة, مروانة فوقاني, ناحية جنديرس, منطقة عفرين, محافظة حلب, سوريا",36.600625,36.435344,
way/415266630,,,غير محددة,غير محدد,مدرسة,حلب,Afrin,Sheikh El-Hadid,Aleppo,Afrin,Sheikh El-Hadid,SYR,SY02,SY0203,SY020305,,المعامل,"road, المعامل, ناحية راجو, منطقة عفرين, محافظة حلب, سوريا",36.613165,36.554563,
way/364229840,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Hadher,Aleppo,Jebel Saman,Hadher,SYR,SY02,SY0200,SY020006,,تل باجر,"تل باجر, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",36.997703,35.944016,
way/364234702,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Hadher,Aleppo,Jebel Saman,Hadher,SYR,SY02,SY0200,SY020006,,تل ممو,"مكحلة, تل ممو, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",37.016905,35.941462,
way/364228895,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Hadher,Aleppo,Jebel Saman,Hadher,SYR,SY02,SY0200,SY020006,,دلامة,"دلامة, ناحية الحاضر, منطقة جبل سمعان, محافظة حلب, سوريا",37.087509,35.920541,
node/3928683370,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,زيارة,"زيارة, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",37.044419,35.899893,
way/364234798,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Hadher,Aleppo,Jebel Saman,Hadher,SYR,SY02,SY0200,SY020006,,كفر حداد,"كفر حداد, ناحية الحاضر, منطقة جبل سمعان, محافظة حلب, سوريا",37.069163,35.919343,
way/364235060,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Tall Ed-daman,Aleppo,Jebel Saman,Tall Ed-daman,SYR,SY02,SY0200,SY020002,,عطشانة غربية,"عطشانة غربية, ناحية تل الضمان, منطقة جبل سمعان, محافظة حلب, سوريا",37.070357,35.886164,
way/598548850,مدرسة أم الكراميل,مدرسة أم الكراميل,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Tall Ed-daman,Aleppo,Jebel Saman,Tall Ed-daman,SYR,SY02,SY0200,SY020002,,أم الكراميل,"مدرسة أم الكراميل, أم الكراميل, ناحية تل الضمان, منطقة جبل سمعان, محافظة حلب, سوريا",37.065504,35.862532,
way/598548740,مدرسة أم الكراميل,مدرسة أم الكراميل,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Tall Ed-daman,Aleppo,Jebel Saman,Tall Ed-daman,SYR,SY02,SY0200,SY020002,,أم الكراميل,"مدرسة أم الكراميل, أم الكراميل, ناحية تل الضمان, منطقة جبل سمعان, محافظة حلب, سوريا",37.066289,35.862941,
way/1145686495,مدرسة جزرايا الابتدائية المختلطة,Jazraya Elementary Mixed School,غير محددة,ابتدائية,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,جزرايا,"مدرسة جزرايا الابتدائية المختلطة, جزرايا, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",36.989242,35.861397,
way/364230201,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,زمار,"زمار, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",36.991071,35.890659,
way/364230468,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,زمار,"زمار, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",36.981841,35.892926,
way/364230814,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,زمار,"زمار, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",36.982292,35.893096,
way/364230466,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,زمار,"زمار, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",36.981401,35.892683,
way/364230040,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,حوير العيس,"حوير العيس, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",36.979806,35.916777,
way/364229124,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,تل ممو,"تل ممو, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",37.02586,35.932282,
way/364229125,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,تل ممو,"تل ممو, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",37.025671,35.932187,
way/364230011,,,غير محددة,غير محدد,مدرسة,حلب,Jebel Saman,Zarbah,Aleppo,Jebel Saman,Zarbah,SYR,SY02,SY0200,SY020005,,حوير العيس,"حوير العيس, ناحية الزربة, منطقة جبل سمعان, محافظة حلب, سوريا",36.97536,35.920328,
way/1153920114,Rusafa Village School,Rusafa Village School,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Saraqab,Idleb,Idleb,Saraqab,SYR,SY07,SY0700,SY070003,,سلامين,"Rusafa Village School, شارع أبو ظهور - إدلب, سلامين, ناحية سراقب, منطقة إدلب, محافظة إدلب, سوريا",36.896181,35.87561,
way/204842029,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Idleb,Idleb,Idleb,Idleb,SYR,SY07,SY0700,SY070000,,إدلب,"طريق إدلب - اللاذقية, النيرب, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.677717,35.885533,
way/204842030,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Idleb,Idleb,Idleb,Idleb,SYR,SY07,SY0700,SY070000,,إدلب,"طريق إدلب - اللاذقية, النيرب, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.678667,35.885294,
node/6767265685,عبدو سلامة,Abdo salamah,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Sarmin,Idleb,Idleb,Sarmin,SYR,SY07,SY0700,SY070006,,بجرز,"عبدو سلامة, طريق إدلب سراقب, بجرز, ناحية سرمين, منطقة إدلب, محافظة إدلب, سوريا",36.728693,35.903404,
node/4811658523,ثانوية البنات,Arslan Tash - Secondary For Girls,غير محددة,ثانوية,مدرسة,إدلب,Idleb,Sarmin,Idleb,Idleb,Sarmin,SYR,SY07,SY0700,SY070006,,بجرز,"ثانوية البنات, طريق إدلب سراقب, بجرز, ناحية سرمين, منطقة إدلب, محافظة إدلب, سوريا",36.725519,35.904737,
node/4811658635,ثانوية سرمين المختلطة,ثانوية سرمين المختلطة,غير محددة,ثانوية,مدرسة,إدلب,Idleb,Sarmin,Idleb,Idleb,Sarmin,SYR,SY07,SY0700,SY070006,,بجرز,"ثانوية سرمين المختلطة, طريق إدلب سراقب, بجرز, ناحية سرمين, منطقة إدلب, محافظة إدلب, سوريا",36.725981,35.90687,
node/4811670021,مدرسة الشهيد طالب قاق,مدرسة الشهيد طالب قاق,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Sarmin,Idleb,Idleb,Sarmin,SYR,SY07,SY0700,SY070006,,بجرز,"مدرسة الشهيد طالب قاق, طريق إدلب سراقب, بجرز, ناحية سرمين, منطقة إدلب, محافظة إدلب, سوريا",36.725701,35.906882,
way/390885030,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق سرمدا - إدلب, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.677494,35.993689,
way/390881209,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق سرمدا - إدلب, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.673005,35.989868,
way/352620724,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.671414,36.004815,
node/4584406593,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.671431,36.004901,
way/352620725,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.67153,36.005014,
way/556357508,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق سرمدا - إدلب, كفريا, ناحية معرة مصرين, منطقة إدلب, محافظة إدلب, سوريا",36.675305,36.007198,
node/4174479589,معهد التوفيق,معهد التوفيق,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"معهد التوفيق, طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.670034,36.008077,
way/548025649,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.667994,36.006063,
node/7745534586,جهدالله بكاية,JahdAllah Bakaia,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"جهدالله بكاية, طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.668406,36.010112,
node/7745547486,جهدالله بكاية,JahdAllah Bakaia,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"جهدالله بكاية, طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.668369,36.010072,
way/555843587,جهدالله بكاية,جهدالله بكاية,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"جهدالله بكاية, طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.66821,36.010031,
node/4174179899,معهد الزهور,معهد الزهور,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"معهد الزهور, طريق مدينة معرة مصرين, ناحية معرة مصرين, ناحية مركز إدلب, منطقة إدلب, محافظة إدلب, سوريا",36.669528,36.012243,
way/352622093,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق سرمدا - إدلب, كفريا, ناحية معرة مصرين, منطقة إدلب, محافظة إدلب, سوريا",36.670055,36.01274,
way/352621931,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق سرمدا - إدلب, كفريا, ناحية معرة مصرين, منطقة إدلب, محافظة إدلب, سوريا",36.673115,36.017636,
way/352621928,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق سرمدا - إدلب, كفريا, ناحية معرة مصرين, منطقة إدلب, محافظة إدلب, سوريا",36.673019,36.017084,
way/556352077,مدرسة ثابوية الصناعة,مدرسة ثابوية الصناعة,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"مدرسة ثابوية الصناعة, طريق سرمدا - إدلب, كفريا, ناحية معرة مصرين, منطقة إدلب, محافظة إدلب, سوريا",36.674492,36.017162,
way/556352078,مدرسة اعدادية وليد اوسو,مدرسة اعدادية وليد اوسو,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"مدرسة اعدادية وليد اوسو, طريق سرمدا - إدلب, كفريا, ناحية معرة مصرين, منطقة إدلب, محافظة إدلب, سوريا",36.675208,36.01791,
way/556357502,,,غير محددة,غير محدد,مدرسة,إدلب,Idleb,Maaret Tamsrin,Idleb,Idleb,Maaret Tamsrin,SYR,SY07,SY0700,SY070005,,ناحية معرة مصرين,"طريق سرمدا - إدلب, كفريا, ناحية معرة مصرين, منطقة إدلب, محافظة إدلب, سوريا",36.675795,36.013775,
