CCT,NOMBRE,SECTOR,ESTADO,MUNICIPIO,LOCALIDAD,AMBITO,VIALIDAD,NUM_EXT,COLONIA,CP,LATITUD,LONGITUD
01DPR0159U,BENEMERITO DE LAS AMERICAS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE COSTA RICA,600,LAS AMERICAS,20230,21.867742,-102.301185
01DPR0160J,PROF. J. SANTOS VALDEZ GARCIA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE MAR CARIBE,203,COLINAS DEL RIO,20010,21.897072,-102.320684
01DPR0161I,JOSE GUADALUPE POSADA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE CARLOS SAGREDO,0,SAN CAYETANO,20010,21.89669,-102.308756
01DPR0163G,RAFAEL RAMIREZ,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,MIRAVALLE,RURAL,NINGUNO NINGUNO,0,NINGUNO,20900,21.9725,-102.311389
01DPR0165E,BENITO JUAREZ,PÚBLICO,AGUASCALIENTES,TEPEZALÁ,TEPEZALÁ,URBANO,CALLE LOMA DEL CONSUELO,101,SAN RAFAEL,20613,22.225414,-102.175296
01DPR0166D,VICENTE GUERRERO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,SAN IGNACIO,RURAL,AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS,2,NINGUNO,20326,21.891389,-102.340278
01DPR0167C,EMILIO RANGEL,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,GENERAL JOSÉ MARÍA MORELOS Y PAVÓN (CAÑADA HONDA),URBANO,CALLE EDMUNDO GAMEZ OROZCO,107,NINGUNO,20320,22.000278,-102.202778
01DPR0168B,AQUILES SERDAN,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,SAN FRANCISCO DE LOS ROMO,URBANO,AVENIDA BENITO JUAREZ SUR,105,REVOLUCIÓN,20300,22.078521,-102.272241
01DPR0170Q,AÑO INTERNACIONAL DEL NIÑO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE FRANCISCO I. MADERO,136,FRANCISCO VILLA,20218,21.870473,-102.325068
01DPR0172O,FRANCISCO I. MADERO,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,EL BAJÍO,RURAL,AVENIDA UNIVERSIDAD,15,NINGUNO,20400,22.246111,-102.3075
01DPR0173N,16 DE SEPTIEMBRE,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,SANTIAGO,RURAL,CALLE 5 DE MAYO,114,NINGUNO,20660,22.119722,-102.3375
01DPR0174M,BENITO JUAREZ,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,OJO ZARCO [COLONIA],RURAL,NINGUNO NINGUNO,0,NINGUNO,20660,22.109444,-102.242222
01DPR0175L,SALVADOR LUEVANO,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,EL GARABATO,RURAL,CALLE VENUSTIANO CARRANZA,202,NINGUNO,20660,22.086944,-102.340833
01DPR0176K,FRANCISCO I. MADERO,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,SAN LUIS DE LETRAS,RURAL,CALLE FRANCISCO I. MADERO,1,NINGUNO,20660,22.136389,-102.295833
01DPR0177J,LAZARO CARDENAS,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,EMILIANO ZAPATA,URBANO,CALLE LIC. BENITO JUAREZ,301,EMILIANO ZAPATA,20665,22.105485,-102.300668
01DPR0178I,MIGUEL HIDALGO,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,LAS ÁNIMAS,RURAL,NINGUNO NINGUNO,0,NINGUNO,20660,22.0925,-102.266667
01DPR0179H,PRESIDENTES DE MEXICO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE AQUILES ELOURDY,0,SAN MARCOS,20070,21.881012,-102.319588
01DPR0180X,GENERAL JOSE MA. ARTEAGA,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,URBANO,CALLE PLUTARCO ELIAS S,37,PROGRESO SUR,20677,22.147521,-102.283079
01DPR0181W,MIGUEL HIDALGO,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,MORELOS,RURAL,CALLE MIGUEL HIDALGO,0,NINGUNO,20400,22.235556,-102.356111
01DPR0182V,CUATRO DE ABRIL,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,ESTANCIA DE MOSQUEIRA,RURAL,CALLE LAZARO CARDENAS,15,NINGUNO,20400,22.145,-102.353333
01DPR0183U,FORD 102 20 DE NOVIEMBRE,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,VALLADOLID,RURAL,CALLE VALLADOLID,0,NINGUNO,20900,22.021111,-102.315
01DPR0184T,LIC. BENITO JUAREZ,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,URBANO,CALLE JUAREZ,20,CARBONERAS,20675,22.146218,-102.270915
01DPR0185S,PRESIDENTE RUIZ CORTINES,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,URBANO,CALLE DR. ALBERTO SABIN,202,NINGUNO,20400,22.227253,-102.319443
01DPR0186R,MIGUEL HIDALGO,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,SAN ANTONIO DE LOS HORCONES,RURAL,NINGUNO NINGUNO,0,NINGUNO,20900,21.997778,-102.326944
01DPR0187Q,21 DE AGOSTO,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,EL REFUGIO,RURAL,NINGUNO NINGUNO,0,NINGUNO,20900,22.008611,-102.321111
01DPR0188P,13 DE SEPTIEMBRE,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,EX-HACIENDA DE MILPILLAS,RURAL,NINGUNO NINGUNO,0,NINGUNO,20330,21.943333,-102.539722
01DPR0189O,IGNACIO ZARAGOZA,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,MARAVILLAS,RURAL,AVENIDA GUADALUPE,325,NINGUNO,20900,21.951944,-102.328889
01DPR0190D,FRANCISCO I. MADERO,PÚBLICO,AGUASCALIENTES,COSÍO,EL REFUGIO DE AGUA ZARCA,RURAL,AVENIDA DIAZ ORDAZ,77,NINGUNO,20460,22.361111,-102.276111
01DPR0191C,RAFAEL ARELLANO VALLE,PÚBLICO,AGUASCALIENTES,COSÍO,LA PUNTA,URBANO,AVENIDA LICENCIADO ADOLFO LOPEZ MATEOS,0,NINGUNO,20472,22.323333,-102.291944
01DPR0192B,JOSE MA. MORELOS,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS GÓMEZ PORTUGAL (MARGARITAS),URBANO,AVENIDA MARGARITAS,143,NINGUNO,0,21.994995,-102.292947
01DPR0193A,JUAN SARABIA,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,GRACIAS A DIOS,RURAL,CALLE FELIPE GAYTAN REYNA,0,NINGUNO,20980,21.928056,-102.493056
01DPR0195Z,EMILIANO ZAPATA,PÚBLICO,AGUASCALIENTES,CALVILLO,EL TERRERO DE LA LABOR,RURAL,NINGUNO NINGUNO,0,NINGUNO,20800,22.024722,-102.671944
01DPR0196Y,CARLOS BARRON,PÚBLICO,AGUASCALIENTES,CALVILLO,SAN TADEO,RURAL,NINGUNO NINGUNO,0,NINGUNO,20800,21.9175,-102.701389
01DPR0197X,LAZARO CARDENAS,PÚBLICO,AGUASCALIENTES,CALVILLO,EL SALITRE,RURAL,AVENIDA LAS FLORES,114,NINGUNO,20800,21.820278,-102.771111
01DPR0198W,LIC. ADOLFO LOPEZ MATEOS,PÚBLICO,AGUASCALIENTES,CALVILLO,TEMAZCAL,RURAL,CALLE CARRETERA SIERRA FRIA,0,NINGUNO,20830,22.004167,-102.717222
01DPR0200U,NARCISO MENDOZA,PÚBLICO,AGUASCALIENTES,CALVILLO,EL RODEO,RURAL,NINGUNO NINGUNO,0,NINGUNO,20800,21.869167,-102.747222
01DPR0202S,JUAN ALDAMA,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS GÓMEZ PORTUGAL (MARGARITAS),URBANO,AVENIDA MARGARITAS,143,NINGUNO,0,21.994995,-102.292947
01DPR0204Q,GENERAL FRANCISCO VILLA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE GEMINIS,401,LA ESTRELLA,20150,21.903151,-102.279597
01DPR0205P,LA BUENA TIERRA,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,AVENIDA SAN LORENZO,0,NINGUNO,0,21.954336,-102.344658
01DPR0206O,NIÑOS HEROES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,SAN FELIPE [VIÑEDOS],RURAL,CALLE SAN EMILIO,0,NINGUNO,20070,21.883889,-102.365833
01DPR0207N,ING. JESUS MA. RODRIGUEZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE ESPAÑA,601,ESPAÑA,20210,21.868181,-102.312674
01DPR0209L,GUADALUPE VICTORIA,PÚBLICO,AGUASCALIENTES,ASIENTOS,LICENCIADO ADOLFO LÓPEZ MATEOS,RURAL,CALLE EVA SAMANO DE LOPEZ MATEOS,12,NINGUNO,20740,22.134722,-102.206944
01DPR0210A,LIC. PRIMO VERDAD,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,VILLA LICENCIADO JESÚS TERÁN (CALVILLITO),URBANO,CALLE J. GUADALUPE NAJERA,0,LA ESCUELA,20340,21.825833,-102.188522
01DPR0211Z,EDMUNDO GAMEZ OROZCO,PÚBLICO,AGUASCALIENTES,EL LLANO,LA UNIÓN (LA PAZ),RURAL,CALLE 5 DE MAYO,7,NINGUNO,20330,21.87,-102.038333
01DPR0212Z,IGNACIO ZARAGOZA,PÚBLICO,AGUASCALIENTES,ASIENTOS,ASIENTOS,URBANO,CALLE HIDALGO,18,DEL CECYTE,20713,22.238466,-102.088641
01DPR0213Y,IGNACIO ZARAGOZA,PÚBLICO,AGUASCALIENTES,ASIENTOS,BIMBALETES AGUASCALIENTES (EL ÁLAMO),RURAL,NINGUNO NINGUNO,0,NINGUNO,20720,22.234444,-102.019167
01DPR0214X,VICENTA TRUJILLO,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,PUERTECITO DE LA VIRGEN,RURAL,CALLE 16 DE SEPTIEMBRE,0,NINGUNO,20320,21.960278,-102.268889
01DPR0216V,EMILIANO ZAPATA,PÚBLICO,AGUASCALIENTES,TEPEZALÁ,OJO DE AGUA DE LOS MONTES,RURAL,CALLE FRANCISCO VILLA,201,NINGUNO,20600,22.2975,-102.191389
01DPR0217U,LIC. JAIME TORRES BODET,PÚBLICO,AGUASCALIENTES,EL LLANO,EL NOVILLO,RURAL,CALLE MIGUEL HIDALGO,25,NINGUNO,20330,22.022222,-102.003056
01DPR0218T,NAZARIO S. ORTIZ GARZA,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,VIÑEDOS RIVIER,RURAL,CALLE FELIPE RODRIGUEZ GARZA,0,NINGUNO,20300,21.976919,-102.286119
01DPR0219S,JUSTO SIERRA,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,LAS JAULAS,RURAL,CALLE FRANCISCO I. MADERO,0,NINGUNO,20900,22.016944,-102.306667
01DPR0220H,J. GUADALUPE VICTORIA,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BORROTES,RURAL,NINGUNO NINGUNO,0,NINGUNO,20320,22.040833,-102.205556
01DPR0221G,IEP 26 DOLORES JIMENEZ Y MURO,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,PABELLÓN DE ARTEAGA,URBANO,CALLE EDIFICIO CONTIGUO A VIVERO FORESTAL,0,NINGUNO,0,22.153541,-102.283761
01DPR0222F,JOSE MARIA MORELOS Y PAVON,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,NORIAS DEL PASO HONDO,URBANO,NINGUNO NINGUNO,0,NINGUNO,0,21.861389,-102.208889
01DPR0223E,ADOLFO LOPEZ MATEOS,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,EJIDO LA GUAYANA (RANCHO SECO),RURAL,CALLE INDEPENDENCIA,0,NINGUNO,20320,21.980278,-102.273056
01DPR0224D,MIGUEL HIDALGO,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,LA BOQUILLA,RURAL,CALLE EMILIANO ZAPATA,119,NINGUNO,20400,22.261111,-102.369444
01DPR0225C,ADOLFO LOPEZ MATEOS,PÚBLICO,AGUASCALIENTES,CALVILLO,CALVILLO,URBANO,NINGUNO NINGUNO,0,NINGUNO,20800,21.85294,-102.720112
01DPR0226B,EMILIANO ZAPATA,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,SAN JACINTO,URBANO,CALLE BENITO JUAREZ,1,NINGUNO,20410,22.348611,-102.233611
01DPR0227A,MIGUEL HIDALGO,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,PABELLÓN DE HIDALGO,URBANO,CALLE OLIVARES SANTANA,0,NINGUNO,20420,22.172693,-102.338089
01DPR0228Z,J. LUIS MOYA,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,EL MILAGRO,RURAL,CALLE 20 DE NOVIEMBRE,19,NINGUNO,20660,22.143333,-102.329444
01DPR0229Z,JOSEFA ORTIZ DE DOMINGUEZ,PÚBLICO,AGUASCALIENTES,SAN JOSÉ DE GRACIA,TÚNEL DE POTRERILLO,RURAL,NINGUNO NINGUNO,0,NINGUNO,20500,22.231389,-102.415556
01DPR0230O,NIÑOS HEROES,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,MAR NEGRO,RURAL,CALLE 16 DE SEPTIEMBRE,10,NINGUNO,20408,22.239444,-102.261389
01DPR0232M,NIÑOS HEROES,PÚBLICO,AGUASCALIENTES,SAN JOSÉ DE GRACIA,SAN ANTONIO DE LOS RÍOS,RURAL,NINGUNO NINGUNO,0,NINGUNO,20500,22.160833,-102.470833
01DPR0233L,FRANCISCO I. MADERO,PÚBLICO,AGUASCALIENTES,SAN JOSÉ DE GRACIA,PAREDES,RURAL,CALLE FRANCISCO I. MADERO,100,NINGUNO,20540,22.149444,-102.483056
01DPR0234K,VICENTE GUERRERO,PÚBLICO,AGUASCALIENTES,SAN JOSÉ DE GRACIA,LA CONGOJA,RURAL,NINGUNO NINGUNO,0,NINGUNO,20500,22.166389,-102.558056
01DPR0235J,20 DE NOVIEMBRE,PÚBLICO,AGUASCALIENTES,SAN JOSÉ DE GRACIA,RANCHO VIEJO,RURAL,NINGUNO NINGUNO,0,NINGUNO,20540,22.125556,-102.514167
01DPR0237H,AQUILES SERDAN,PÚBLICO,AGUASCALIENTES,SAN JOSÉ DE GRACIA,SAN JOSÉ DE GRACIA,URBANO,CALLE EDMUNDO GAMEZ OROZCO,501,NINGUNO,20500,22.152936,-102.41509
01DPR0238G,FRANCISCA LOERA,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,EL VALLE DE LAS DELICIAS,RURAL,CALLE MIGUEL HIDALGO,1,NINGUNO,20400,22.316389,-102.218611
01DPR0239F,RICARDO FLORES MAGON,PÚBLICO,AGUASCALIENTES,TEPEZALÁ,LOS ALAMITOS,RURAL,CALLE OLIVARES SANTANA,105,NINGUNO,20630,22.261111,-102.248611
01DPR0240V,HEROE DE NACOZARI,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS [ESTACIÓN],RURAL,NINGUNO NINGUNO,0,NINGUNO,20408,22.226389,-102.278611
01DPR0241U,DIEGO ROMO DE VIVAR,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,RINCÓN DE ROMOS,URBANO,CALLE CHAPULTEPEC,22,NINGUNO,20408,22.228242,-102.325779
01DPR0242T,LEONA VICARIO,PÚBLICO,AGUASCALIENTES,ASIENTOS,ASIENTOS,URBANO,CALLE HIDALGO,18,DEL CECYTE,20713,22.238466,-102.088641
01DPR0243S,LIC. BENITO JUAREZ,PÚBLICO,AGUASCALIENTES,PABELLÓN DE ARTEAGA,EJIDO EL MEZQUITE (OJO DE AGUA DEL MEZQUITE),RURAL,NINGUNO NINGUNO,0,NINGUNO,20660,22.061111,-102.198056
01DPR0244R,LIC. ADOLFO LOPEZ MATEOS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,COTORINA (COYOTES),RURAL,CALLE GALLEROS,0,NINGUNO,20280,21.751667,-102.268889
01DPR0245Q,JOSE MARIA MORELOS,PÚBLICO,AGUASCALIENTES,TEPEZALÁ,EL BARRANCO,RURAL,CALLE GOMEZ FARIAS,0,NINGUNO,20600,22.278056,-102.246944
01DPR0246P,CUAUHTEMOC,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA INDEPENDENCIA,2512,TROJES DE ALONSO,20116,21.940167,-102.29785
01DPR0247O,LEONA VICARIO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,TANQUE EL TRIGO,RURAL,NINGUNO NINGUNO,0,NINGUNO,20340,21.891944,-102.18
01DPR0248N,FRANCISCO I. MADERO,PÚBLICO,AGUASCALIENTES,ASIENTOS,LAS ADJUNTAS,RURAL,CALLE 16 DE SEPTIEMBRE,41,NINGUNO,20700,22.045833,-101.921667
01DPR0249M,JOSE MARIA MORELOS,PÚBLICO,AGUASCALIENTES,COSÍO,COSÍO,URBANO,CALLE GUADALUPE VICTORIA,0,COSIO CENTRO,20470,22.367778,-102.299722
01DPR0250B,BENITO JUAREZ,PÚBLICO,AGUASCALIENTES,EL LLANO,SANDOVALES (SAN MIGUEL DE LOS SANDOVALES),RURAL,CALLE ALAMEDA,5,NINGUNO,20340,21.887778,-102.108889
01DPR0251A,NIÑOS HEROES,PÚBLICO,AGUASCALIENTES,ASIENTOS,LA ESPERANZA,RURAL,CALLE PAVORREALES,4,NINGUNO,20700,22.027778,-101.980833
01DPR0253Z,NIÑOS HEROES DE CHAPULTEPEC,PÚBLICO,AGUASCALIENTES,CALVILLO,OJOCALIENTE,URBANO,CALLE RIO LERMA SANTIAGO,0,NINGUNO,20860,21.873041,-102.68283
01DPR0254Y,GUADALUPE VICTORIA,PÚBLICO,AGUASCALIENTES,ASIENTOS,LA DICHOSA,RURAL,NINGUNO NINGUNO,0,NINGUNO,20710,22.041667,-102.110833
01DPR0255X,JULIO MACIAS,PÚBLICO,AGUASCALIENTES,ASIENTOS,CHARCO AZUL,RURAL,NINGUNO NINGUNO,0,NINGUNO,20700,22.051667,-102.018889
01DPR0256W,BENITO JUAREZ,PÚBLICO,AGUASCALIENTES,ASIENTOS,CIÉNEGA GRANDE,URBANO,NINGUNO NINGUNO,0,NINGUNO,20720,22.196164,-102.021819
01DPR0257V,ESCUADRON 201,PÚBLICO,AGUASCALIENTES,ASIENTOS,EMANCIPACIÓN (BORUNDA) [COLONIA],RURAL,CALLE EMILIANO ZAPATA,5,NINGUNO,20700,22.090556,-101.941111
01DPR0258U,MIGUEL HIDALGO,PÚBLICO,AGUASCALIENTES,ASIENTOS,CRISÓSTOMOS,RURAL,NINGUNO NINGUNO,0,NINGUNO,20720,22.219444,-102.007222
01DPR0259T,IGNACIO ALLENDE,PÚBLICO,AGUASCALIENTES,ASIENTOS,CLAVELLINAS,RURAL,CALLE GUSTAVO DIAZ ORDAZ,1,NINGUNO,20740,22.14,-102.137778
01DPR0260I,CUAUHTEMOC,PÚBLICO,AGUASCALIENTES,JESÚS MARÍA,JESÚS MARÍA,URBANO,CALLE CENTENARIO,601,ZONA CENTRO,20900,21.96282,-102.348603
01DPR0261H,JAIME NUNO,PÚBLICO,AGUASCALIENTES,ASIENTOS,SAN PEDRO [COLONIA],RURAL,NINGUNO NINGUNO,0,NINGUNO,20739,22.1275,-102.049722
01DPR0269Z,18 DE MARZO,PÚBLICO,AGUASCALIENTES,CALVILLO,MESA GRANDE,RURAL,CALLE EMILIANO ZAPATA,12,NINGUNO,20800,21.805,-102.721667
01DPR0270P,SOR JUANA INES DE LA CRUZ,PÚBLICO,AGUASCALIENTES,CALVILLO,JALTICHE DE ARRIBA,RURAL,CALLE RINCON DE ROMOS,101,NINGUNO,20800,21.775556,-102.787778
01DPR0271O,BRAZO Y CEREBRO,PÚBLICO,AGUASCALIENTES,CALVILLO,JALTICHE DE ABAJO,RURAL,CALLE MIGUEL HIDALGO,0,NINGUNO,20800,21.776944,-102.806944
01DPR0272N,PROF. EDMUNDO GAMEZ OROZCO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE SAN MIGUEL EL ALTO,305,FATIMA,20130,21.910042,-102.304187
01DPR0276J,LIC. ADOLFO LOPEZ MATEOS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE AVIACION,0,HEROES,20190,21.878842,-102.276398
01DPR0278H,CLUB DE LEONES NUM. 1,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE CARLOS SAGREDO,701,ALTAVISTA,20040,21.893154,-102.305706
01DPR0279G,FRANCISCO DE RIVERO Y GUTIERREZ,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE DR. JOSE GONZALEZ SARACHO,110,ZONA CENTRO,20000,21.883014,-102.29237
01DPR0280W,FRAY BARTOLOME DE LAS CASAS,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE SOLEDAD,123,EL LLANITO,20240,21.876952,-102.288141
01DPR0281V,EDMUNDO GAMES OROZCO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE FELIPE RUIZ DE CHAVEZ,601,MIRAVALLE,20040,21.891503,-102.311622
01DPR0282U,ENRIQUE C. REBSAMEN,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE JOSE MARIA AVILA,112,ALTAVISTA,20040,21.894725,-102.308182
01DPR0283T,LIC. FRANCISCO PRIMO VERDAD,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE JARDIN RINCON GALLARDO,3,ZONA CENTRO,20000,21.883179,-102.293037
01DPR0284S,FRANCISCO ZARCO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,CALLE CRISTOBAL COLON,677,EL ENCINO,20240,21.871646,-102.293142
01DPR0285R,16 DE SEPTIEMBRE,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,SANTA CRUZ DE LA PRESA (LA TLACUACHA),RURAL,CALLE 16 DE SEPTIEMBRE,1,NINGUNO,20340,21.854722,-102.378333
01DPR0286Q,NIÑOS HEROES,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,AGUASCALIENTES,URBANO,AVENIDA MAHATMA GANDHI,999,SAN FRANCISCO DEL ARENAL,20280,21.827641,-102.29374
01DPR0287P,IGNACIO ZARAGOZA,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,SAN PEDRO CIENEGUILLA,RURAL,NINGUNO NINGUNO,0,NINGUNO,20340,21.716389,-102.411944
01DPR0288O,MELCHOR OCAMPO,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,SAN JOSÉ DE LA ORDEÑA,RURAL,NINGUNO NINGUNO,0,NINGUNO,20320,21.951389,-102.153056
01DPR0289N,22 DE OCTUBRE,PÚBLICO,AGUASCALIENTES,EL LLANO,SAN GERÓNIMO,RURAL,NINGUNO NINGUNO,0,NINGUNO,20330,21.871667,-102.135833
01DPR0290C,16 DE SEPTIEMBRE,PÚBLICO,AGUASCALIENTES,CALVILLO,LA MEDIA LUNA,RURAL,NINGUNO NINGUNO,0,NINGUNO,20800,21.798889,-102.801389
01DPR0291B,FELIPE CARRILLO PUERTO,PÚBLICO,AGUASCALIENTES,CALVILLO,LA LABOR,RURAL,AVENIDA ESPARZA REYES,0,NINGUNO,20830,21.961944,-102.696111
01DPR0293Z,RICARDO FLORES MAGON,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,EL SALTO DE LOS SALADO,RURAL,CALLE VICENTE GUERRERO,26,NINGUNO,20340,21.755833,-102.377778
01DPR0295Y,JOSEFA ORTIZ DE DOMINGUEZ,PÚBLICO,AGUASCALIENTES,ASIENTOS,PLUTARCO ELÍAS CALLES,RURAL,CALLE CARRETERA A ,0,NINGUNO,20720,22.214722,-102.051667
01DPR0297W,NICOLAS BRAVO,PÚBLICO,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,LA ESCONDIDA (EL SALERO),RURAL,CALLE EDMUNDO GAMEZ OROZCO,202,NINGUNO,20300,22.035,-102.258056
01DPR0298V,ADOLFO LOPEZ MATEOS,PÚBLICO,AGUASCALIENTES,ASIENTOS,OJO DE AGUA DE ROSALES,RURAL,CALLE REVOLUCION,1,NINGUNO,20710,22.102222,-102.173333
01DPR0299U,NIÑO ARTILLERO,PÚBLICO,AGUASCALIENTES,ASIENTOS,NORIA DEL BORREGO (NORIAS),RURAL,CALLE NARANJO,22,NINGUNO,20720,22.287222,-102.041944
01DPR0300T,HEROINAS MEXICANAS,PÚBLICO,AGUASCALIENTES,RINCÓN DE ROMOS,16 DE SEPTIEMBRE,RURAL,CALLE GENERAL FRANCISCO VILLA,0,NINGUNO,20410,22.350278,-102.203611
01DPR0301S,LIC. ROMULO SANCHEZ MIRELES,PÚBLICO,AGUASCALIENTES,EL LLANO,EL RETOÑO,RURAL,NINGUNO NINGUNO,0,NINGUNO,20387,21.838611,-102.166667
01DPR0302R,AGUSTIN MELGAR,PÚBLICO,AGUASCALIENTES,AGUASCALIENTES,SAN ANTONIO DE PEÑUELAS,URBANO,CALLE CONSTITUCION,0,NINGUNO,20340,21.674167,-102.301389
01DPR0303Q,20 DE NOVIEMBRE,PÚBLICO,AGUASCALIENTES,CALVILLO,OJOCALIENTE,URBANO,CALLE 20 DE NOVIEMBRE,0,NINGUNO,20860,21.874863,-102.675809
01DPR0304P,MIGUEL RICARDO,PÚBLICO,AGUASCALIENTES,ASIENTOS,VILLA JUÁREZ,URBANO,CALLE FRANCISCO I. MADERO,1,AGUA NUEVA,0,22.095562,-102.069671
01DPR0305O,MIGUEL HIDALGO,PÚBLICO,AGUASCALIENTES,CALVILLO,CALVILLO,URBANO,CALLE 20 DE NOVIEMBRE,201,NINGUNO,20800,21.843269,-102.717288
01DPR0306N,ENRIQUE OLIVARES SANTANA,PÚBLICO,AGUASCALIENTES,COSÍO,ZACATEQUILLAS,RURAL,AVENIDA MARCO ANTONIO BARBERENA CRUZ,0,NINGUNO,20470,22.443056,-102.310556
01DPR0307M,NETZAHUALCOYOTL,PÚBLICO,AGUASCALIENTES,ASIENTOS,VIUDAS DE PONIENTE,RURAL,CALLE NETZAHUALCOYOTL,8,NINGUNO,20704,22.104722,-102.084444
01DPR0308L,IGNACIO ZARAGOZA,PÚBLICO,AGUASCALIENTES,CALVILLO,MALPASO,RURAL,PRIVADA DE JARDIN,0,NINGUNO,20800,21.859444,-102.664167
01DPR0309K,EMILIO CARRANZA,PÚBLICO,AGUASCALIENTES,ASIENTOS,SAN JOSÉ DEL RÍO,RURAL,CALLE BENITO JUAREZ,587,NINGUNO,20750,22.123889,-102.061667
