nom_ar,nom_en,muhafaza_ar,muhafaza_en,wilaya_ar,wilaya_en,type
ستال للتعليم الاساسى الصفوف (1-10),Sital 1-10 School,محافظة جنوب الباطنة,Al Batinah South,العـوابي,,حكومية / Public
وادى بنى خروص للتعليم الاساسى للبنين الصفوف (5-12),Wadi Bani Kharous 5-12 School (Boys,محافظة جنوب الباطنة,Al Batinah South,العـوابي,,حكومية / Public
النوار بنت مالك للتعليم الاساسى للبنات الصفوف (5-12),A'Nnawar Bint Malik 5-12 school (girls,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
النعمان بن بشير للتعليم الاساسي للبنين الصفوف(5-7),A'No'man Bin Basheer 5-7 School(Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الربيع النجاريه للتعليم الاساسى للبنات الصفوف (12-8),A'Rabea A'Njaria 8-12 School (Girls,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الرستاق للتعليم الاساسى للبنات الصفوف (12-5),A'Rustaq 5-12 School (girls,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الشيخ خلف بن سنان الغافري للتعليم الأساسي للبنين الصفوف(9-5),A'Sheikh Khalaf Bin Sinan AlGhafri5-9 School(Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الشعاع للتعليم الاساسى الصفوف(1-4),A'Shua'a 1-4 Scool,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الطباقة والخضراء للتعليم الأساسي الصفوف(1-10),A'Tabaqa and Al khadhrah 1-10 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الثقافه للتعليم الاساسى الصفوف (4-1),A'Thaqafa 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
عبدالله بن جعفر للتعليم الاساسى للبنين الصفوف (5-12),Abdullah Bin Ja'far 5-12 school (Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
العهد للتعليم الاساسى الصفوف (1-4),Al Ahd 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الفضل بن العباس للتعليم الأساسي للبنين الصفوف (8-10),Al Fadhl Bin Al Abass 8-10 School (Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
مدرسة الفلق الخاصة,Al Falaq Private School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
مدرسة الفلق الخاصة,Al Falaq Private School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
الحوقين للتعليم الأساسي الصفوف(4-1),Al Hoqain 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الامام الحسن بن سعيد السحتنى للتعليم الاساسى للبنين الصفوف (12-5),Al Imam Al Hassan Bin Saeed A'Sahtani 5-12 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الامام ناصر بن مرشد للتعليم الاساسى للبنين الصفوف (12-10),Al Imam Nasir Bin Morshid 10-12 School(Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الامام سعيد بن عبدالله للتعليم الاساسى للبنين الصفوف (10-5),Al Imam Saeed Bin Abdullah 5-10 School (Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
مدرسة الكون الخاصة,Al Koun Private School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
مدرسة العلوم الخاصة للتعليم المبكر,Al Oloom Private School for Early Education,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
القريه للتعليم الاساسى الصفوف (1-12),Al Qarya 1-12 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الوشيل للتعليم الاساسى للصفوف1-4,Al Woshail 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
البراء بن مالك للتعليم الاساسى للبنين الصفوف (12-5),Al-Baraa' Bin Malik 5-12 school (Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
الحزم للتعليم الأساسي الصفوف(4-1),Al-Hazm 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
العروه للتعليم الاساسي الصفوف(1-8),Al-Urwa 1-8 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
أروى بنت الحارث للتعليم الأساسي للبنات الصفوف (9-12),Arwa Bint AL H arith 9-12 School (Girls),محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
اسيه بنت الحارث السعديه للتعليم الاساسي الصفوف (7-1),Asia Bint Harith (1-7) School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
اسماء بنت يزيد للتعليم الاساسي الصفوف (8-1),Asma Bint Yazeed (1-8)School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
عزاء بنت قيس البوسعيديه للتعليم الأساسي الصفوف1-4,Azza' Bint Qais ALBusaeedi 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
بلدسيت للتعليم الاساسى الصفوف (1-12),Balad Seet 1-12 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
دار الحكمه للتعليم الاساسى الصفوف(1-4),Dar Al Hikma 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
Fadl ibn Abbas School,Fadl ibn Abbas School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
هاط للتعليم الاساسي الصفوف(1-12),Haat 1-12 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
حى النهضه للتعليم الاساسى الصفوف (1-4),Hai A'Nahdhah 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
حى الامجاد للتعليم الاساسى الصفوف(1-4),Hai Al Amjad 1-4 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
حاجر بنى عمر للتعليم الاساسى الصفوف (1-10),Hajir Bani Omar 1-10 school,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
هشام بن حكيم للتعليم الاساسي للبنين الصفوف (5-9),Hisham Bin Hakeem (5-9) School (Boys),محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
المدرسة الهندية بالرستاق,Indian School Rustaq,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
المدرسة الهندية بالرستاق,Indian School Rustaq (ISR),محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
جماء للتعليم الاساسى الصفوف (1-10),Jamma 1-10 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
روضة منازل النور الخاصة,Manazel Alnoor Private School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
مرى للتعليم الاساسى الصفوف (1-10),Morry 1-10 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
ام كلثوم بنت على للتعليم الاساسى الصفوف (1-10),Omm Kolthoum Bint Ali 1-10 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
اسيد بن حضير للتعليم الاساسى للبنين الصفوف (10-5),Osaid Bin Hodhair 5-10 School (Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
عثمان بن مظعون للتعليم الاساسى للبنين الصفوف(5-12),Othman Bin Math'oon 5-12 School (Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
راشد بن عميره  للتعليم الاساسى للبنين الصفوف (10-12),Rashed Bin Omira (10-12) boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
سعد بن الربيع للتعليم الاساسى للبنين الصفوف (5-9),Sa'd Bin A'Rabea' 5-9 School (Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
سلمى بنت عميس  للتعليم الاساسى للبنات  الصفوف (5 - 12),Salma Bint Omise 5-12 School Girls,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
مدرسة الصرح العلمي الخاصة للتعليم المبكر,Sareh Al Elm Private School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
سيع للتعليم الاساسى الصفوف (1-9),Sea`1-9 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
روضة شمس الربيع الخاصة,Shams Alrabee Private Kindergarten,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
سنى للتعليم الاساسى الصفوف (1-12),Sini 1-12 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
صهيب بن سنان للتعليم الاساسى للبنين الصفوف (5-12),Sohaib Bin Sinan 5-10 School (Boys,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
sohib school,Sohib School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,Al Rustaq,خاصة / Private
وادى السحتن للتعليم الاساسى الصفوف (1-12),Wadi A'Sahtan 1-12 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
وادى بنى هنى للتعليم الاساسى للبنات الصفوف (5-10),Wadi Bani Hinai 5-10 School (girls,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
وادى بنى عوف للتعليم الاساسى الصفوف (1-12),Wadi Bani Ouf 1-12 School,محافظة جنوب الباطنة,Al Batinah South,الـرستاق,,حكومية / Public
