NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,ADRESSE,ADRESSE_AR,COMMUNE,PROVINCE,PROVINCE_AR,REGION,REGION_AR,TEL,FAX,TYPE,SOURCE
El Ouazzani,,"Lot. El Basma N° 83, Ouled Oujih - C.U. Kenitra Maamoura",,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-35-54-26,___-__-__-__,PRIVE,MEN 2011
Les Iris,,"N° 19, Bloc A, El Haouzia  Kenitra Maamoura",,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-35-04-52,037-35-04-52,PRIVE,MEN 2011
Le Nid MimoSaS (2),,"N° 260, Bir Rami Est - C.U. Kenitra Maamoura",,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,0537362460,0537362460,PRIVE,MEN 2011
Ecole Ange Bleu,, avenue ibn toumerte el jadida,,El Jadida (M),El Jadida,إقليم الجديدة,Doukala - Abda,دكالة-عبدة,023-35-28-17,023-35-05-37,PRIVE,MEN 2011
Groupe Scolaire EL JADIDA,,"Secteur 3 angle Avenue ""A"" rue n° 6 zone des cadres EL JADIDA",,El Jadida (M),El Jadida,إقليم الجديدة,Doukala - Abda,دكالة-عبدة,0523392833,0523370393,PRIVE,MEN 2011
COLLEGE AZZAITOUNA,, CITE ESSALAM EL JADIDA,,El Jadida (M),El Jadida,إقليم الجديدة,Doukala - Abda,دكالة-عبدة,023352707,023350816,PRIVE,MEN 2011
Ecole El Irfane,, LOTISSEMENT SABILI EL JADIDA     BIR EL JADID,,Lbir Jdid (M),El Jadida,إقليم الجديدة,Doukala - Abda,دكالة-عبدة,023360111,___-__-__-__,PRIVE,MEN 2011
Jardin Tata Zahia,,"RUE VICTOR HUGO, N°8",,El Jadida (M),El Jadida,إقليم الجديدة,Doukala - Abda,دكالة-عبدة,023340821,___-__-__-__,PRIVE,MEN 2011
Etablissement Daraa Privé,,Avenue des F.A.R LES CHALETS INEZGANE,,Inezgane (M),Inzegane Ait Melloul,إقليم إنزكان-آيت ملول,Sous - Massa - Draa,سوس-ماسة-درعة,028336734,___-__-__-__,PRIVE,MEN 2011
Al Manar,,"Quartie Admninistratif, Place Al Massira - C.U. Ouled Teima",,Ouled Teima (M),Taroudant,إقليم تارودانت,Sous - Massa - Draa,سوس-ماسة-درعة,062-28-84-43,___-__-__-__,PRIVE,MEN 2011
Sanabil Taima,,"Rue Laayoune, Hay Azmani - C.U. Ouled Teima",,Ouled Teima (M),Taroudant,إقليم تارودانت,Sous - Massa - Draa,سوس-ماسة-درعة,067757952,___-__-__-__,PRIVE,MEN 2011
Al Hanane al jazoli,,ROUTE SIDI BOUMOUSSA ELKOURSSI OULED Teima,,Ouled Teima (M),Taroudant,إقليم تارودانت,Sous - Massa - Draa,سوس-ماسة-درعة,028-52-02-50,___-__-__-__,PRIVE,MEN 2011
Hassad 1,,"Boulevard Provence, N° 6 Beni Makada - C.U. Charf",,Charf_Mghogha (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539351259,___-__-__-__,PRIVE,MEN 2011
Chadili,,"Boulevard Abderrahmane Kawakibi, Souani 1 - C.U. Charf",,Charf_Souani (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539318445,0539318445,PRIVE,MEN 2011
Fallah,,"N° 140, Bd. Moulay Rachid, Val Flory - C.U. Tanger",,Tanger_Medina (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
aliskandaria ,,"N° 114, Bd. Tarik Ibn Ziad, Idrissia - C.U. Charf",,Charf_Mghogha (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539951955,,PRIVE,MEN 2011
Choualat Arrif,,"Lotissement Al Amira -PLACE N°2 _ N°/ 25  , Fnidq",,Fnidq (M),M'diq Fnidaq,إقليم مارتيل-الفنيدق,Tanger - Tetouan,طنجة-تطوان,039677874,039675547,PRIVE,MEN 2011
Abou Al Kacem,,Quartier M habbech 1 - C.U. Tetouan,,Tetouan (M),Tetouan,إقليم تطوان,Tanger - Tetouan,طنجة-تطوان,0539970553,0539970553,PRIVE,MEN 2011
Tafaouk 1,,"N° 130, Quartier Al Wifak, Sidi Said",,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,0535559519,0535460207,PRIVE,MEN 2011
alouloum manare institu,,avenu alkayad n 78 mansour Mechra Bel Ksiri,,Mechra Bel Ksiri (M),Sidi Kacem,إقليم سيدي قاسم,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-43-83-75,___-__-__-__,PRIVE,MEN 2011
Araed,,"Rue Elaadir, Lot. Ikram, Av. Abdellah Guenoun, N° 21",,Ouezzane (M),Ouezzane,إقليم وزان,Tanger - Tetouan,طنجة-تطوان,037-90-90-10,___-__-__-__,PRIVE,MEN 2011
Al Irfane,,"Hay Azghar, N° 22 - C.U. Sidi Kacem",,Sidi kacem (M),Sidi Kacem,إقليم سيدي قاسم,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-59-47-67,___-__-__-__,PRIVE,MEN 2011
Al Abrar,,      17 Av. Alhouria Tissir1,,Berrechid (M),Berrechid,إقليم برشيد,Chaouia - Ourdigha,الشاوية-ورديغة,0526998413,___-__-__-__,PRIVE,MEN 2011
Al jil al jadid,,LOT khadija2  N° 7 ,,Deroua (M),Berrechid,إقليم برشيد,Chaouia - Ourdigha,الشاوية-ورديغة,0522532548,,PRIVE,MEN 2011
Al Gisr,, Route Ain Sayarni,,Berrechid (M),Berrechid,إقليم برشيد,Chaouia - Ourdigha,الشاوية-ورديغة,022-32-44-60,022337388,PRIVE,MEN 2011
ecole Tissir,," rue nazik malaika,n° 10 -quartier Tissir ii",,Berrechid (M),Berrechid,إقليم برشيد,Chaouia - Ourdigha,الشاوية-ورديغة,0522533205,___-__-__-__,PRIVE,MEN 2011
Al Oula,, Bd Mansour Dahbi Smaala,,Settat (M),Settat,إقليم سطات,Chaouia - Ourdigha,الشاوية-ورديغة,023402116,___-__-__-_,PRIVE,MEN 2011
Ecole Amine,, Centre Ouled Said,,Deroua (M),Berrechid,إقليم برشيد,Chaouia - Ourdigha,الشاوية-ورديغة,0523402840,___-__-__-__,PRIVE,MEN 2011
Salah Eddine,,B.V ABDELKHALEK TOURIS TAZA HAUT,,Taza (M),Taza,إقليم تازة,Taza  - Al Hoceima - Taounate,تازة-الحسيمة-تاونات,055-27-10-20,___-__-__-__,PRIVE,MEN 2011
DENIS DUMONT,, 32 AVENUE  HIZAM LKABIR,,Guercif (M),Guercif,إقليم كريسيف,Taza  - Al Hoceima - Taounate,تازة-الحسيمة-تاونات,0535675404__,___-__-__-__,PRIVE,MEN 2011
IBN EL HAITAM,,AV. 2 Mars Hay My Rachid,,Laayoune (M),Laayoune,إقليم العيون,Laayoune- Boujdour - Sakia AlHamra,العيون-بوجدور-الساقية الحمراء,028-89-11-49,___-__-__-__,PRIVE,MEN 2011
 OUM ESSAAD,,38 Bd.  Oum Essaad Hay Essaada,,Laayoune (M),Laayoune,إقليم العيون,Laayoune- Boujdour - Sakia AlHamra,العيون-بوجدور-الساقية الحمراء,028-89-02-84,___-__-__-__,PRIVE,MEN 2011
Al Andalib II,,"N° 47, Rue Er-razi, Quartier Saada - C.U. Maknassat Azzaytoun",,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,035-45-21-25,___-__-__-__,PRIVE,MEN 2011
ETABLISSEMENT AL HIDAYA,,QUARTIER ESSALAM,,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,016450969,___-__-__-__,PRIVE,MEN 2011
ETABLISSEMENT SIJILMASSA,,QUARTIER MY RACHID N° 585,,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,0528930816,___-__-__-__,PRIVE,MEN 2011
ETABLISSEMENT JIL ALGHAD,,"QUARTIET ESSALAM, N°974",,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,070492864,___-__-__-__,PRIVE,MEN 2011
ETABLISSEMENT LANSARI,,QUARTIER ESSALAM  N° 1735,,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,071328182,___-__-__-__,PRIVE,MEN 2011
El Kaoutar,,Hay El Kassam N° 91 - C.U. Dakhla,,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
Chaimaa,,Hay Essalam - C.U. Dakhla,,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
El Ouafa,,N° 526 Lot. El Wafaa - Deroua Nouaceur,,Deroua (M),Berrechid,إقليم برشيد,Chaouia - Ourdigha,الشاوية-ورديغة,070563794,___-__-__-__,PRIVE,MEN 2011
El Hidaya,,"N° H 269, Lot. El Wafa - Deroua",,Deroua (M),Berrechid,إقليم برشيد,Chaouia - Ourdigha,الشاوية-ورديغة,022532881,___-__-__-__,PRIVE,MEN 2011
El Ferdaous,,"Lot. Bakhoucha, Rue Ahfir 39 - Guercif",,Guercif (M),Guercif,إقليم كريسيف,Taza  - Al Hoceima - Taounate,تازة-الحسيمة-تاونات,035-67-58-87,___-__-__-__,PRIVE,MEN 2011
El Falah 2,,"Lot. Al Jairime, N° 10 - C.U. TAza El Jadida",,Taza (M),Taza,إقليم تازة,Taza  - Al Hoceima - Taounate,تازة-الحسيمة-تاونات,035-28-55-02,035-28-55-02,PRIVE,MEN 2011
Ecole Meriam Privée,,Quartier Administratif- C.U. Ouled Teima,,Ouled Teima (M),Taroudant,إقليم تارودانت,Sous - Massa - Draa,سوس-ماسة-درعة,028-52-83-05,028528305,PRIVE,MEN 2011
El Irfan,,Hay Ksikisat N° 16 - C.U. Dakhla,,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,064-44-58-34,___-__-__-__,PRIVE,MEN 2011
ETABLISSEMENT AL AKHAWAYNE,,"QUARTIER ASSALAM, N°376",,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,061-84-38-67,___-__-__-__,PRIVE,MEN 2011
ETABLISSEMENT OUKHTLBANINE,,QUARTIER EL MASSIRA 1,,Dakhla (M),Oued Ed-dahab,إقليم وادي الذهب,Oued Ed - dhab - Lagouira,وادي الذهب-لكويرة,062-65-36-90,___-__-__-__,PRIVE,MEN 2011
Al Jabr,,"Boulevard Moulay Hicham, Route d'Imouzzer - C.U. Agdal",,Agdal (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,035-64-10-12,035-64-09-96,PRIVE,MEN 2011
Groupe Scolaire Mohamed Al Fatih,,110 LOT HAJOUI DOUKKARAT,,Saiss (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,035651459,035651455,PRIVE,MEN 2011
Groupe Scolaire Zerhoun,,"Lot. Al Amal, Route Sidi Hrazem - C.U. Saiss",,Saiss (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,035-61-49-77,___-__-__-__,PRIVE,MEN 2011
Groupe Scolaire Fontaine,,"41 Boulevard Ibn El Khatib, Route d Imouzzer - C.U. Adgal",,Agdal (AR),Fès,إقليم فاس,Fès - Boulmane,فاس-بولمان,0535659667,0535659667,PRIVE,MEN 2011
PYTHAGORE PREPAS,,72 ANGLE BD NABLOUSE ET ROUTE SIDI MAAFA,,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,0536502244,036-50-22-44,PRIVE,MEN 2011
JABER BNOU HAYYAN,,"ROUTE AIN BNI MATHAR, HAY ESSALAM -",,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,0536517822,___-__-__-__,PRIVE,MEN 2011
MIRI,,BD. ABDERRAHIM BOUABID -,,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,0536500153,___-__-__-__,PRIVE,MEN 2011
EL HAKIM,,"BD. ARRAHMA, HAY EL HIKMA -",,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,0536504660,___-__-__-__,PRIVE,MEN 2011
EL BADIA,,5 RUE MOUHA OUHAMOU -,,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,0536690500,___-__-__-__,PRIVE,MEN 2011
ANNEXE SINANE,,HAY KOULOUCH N° 12 BD 9-,,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,,___-__-__-__,PRIVE,MEN 2011
RIHAB,,"N° 88  RUE 4, DHAR LAMHALLA -",,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,0536749497,___-__-__-__,PRIVE,MEN 2011
GHOSNE EZZAITOUN,,"N° 23, RUE TINDOUF -",,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,0536687231,___-__-__-__,PRIVE,MEN 2011
EL ASSI,,"BD. ALLAL EL FASSI, LOT. EL ASSI -N°32",,Oujda (M),Oujda Angad,إقليم وجدة-أنكاد,l'Oriental,الشرق,0536686576,___-__-__-__,PRIVE,MEN 2011
Achorouk,,362 _ Lot. Al Amira-  Kondissa . Fnidq,,Fnidq (M),M'diq Fnidaq,إقليم مارتيل-الفنيدق,Tanger - Tetouan,طنجة-تطوان,0539675326,0539675326,PRIVE,MEN 2011
Oum Al Kora 2,,"Quartier Sidi Talha, Rue Ali Ben Abi Talib N° 40 -TETOUAN",,Tetouan (M),Tetouan,إقليم تطوان,Tanger - Tetouan,طنجة-تطوان,0539713336,___-__-__-__,PRIVE,MEN 2011
Groupe Scolaire LE Saphir,,"Rue Mohamed Daoud, Zankat Dimachk N° 74 - Tetouan",,Tetouan (M),Tetouan,إقليم تطوان,Tanger - Tetouan,طنجة-تطوان,0539993486,___-__-__-__,PRIVE,MEN 2011
fatima zahra,,"N° 68, Rue nil, Hay Al massira",,Berkane (M),Berkane,إقليم بركان,l'Oriental,الشرق,0661164184,___-__-__-__,PRIVE,MEN 2011
El Manbaa,,Tarmilate - C.R. Oulmes,,Oulmes,Khemisset,إقليم الخميسات,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,0661829283,___-__-__-__,PRIVE,MEN 2011
Al Maarifa Wa Attanouir 1,,"Secteur 4, N° 69, Av. Moulay Ali Cherif - C.U. Temara",,Temara (M),Skhirate Temara,إقليم سخيرات-تمارة,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,0537600131,0537600131,PRIVE,MEN 2011
Mahd Al Maarifa,,"N° 151, Lot. Rouwayd, Hay El Farah - C.U. Hssaine",,Hssaine (AR),Salé,إقليم سلا,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,037-83-04-25,___-__-__-__,PRIVE,MEN 2011
Hirae,,"Rue Al Massira, Secteur 7, Hay El Wahda - C.U. Hssaine",,Hssaine (AR),Salé,إقليم سلا,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,_37-82-87-87,___-__-__-__,PRIVE,MEN 2011
El Nour,,"Rue Sidi Belyout, Hay El Baraka - C.U. Hssaine",,Hssaine (AR),Salé,إقليم سلا,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,0672513481,___-__-__-__,PRIVE,MEN 2011
Les Iris,,"Bloc H, Cité Al Houda - C.U. Agadir",,Agadir (M),Agadir Ida Outanane,إقليم أكادير-إداو أوتنان,Sous - Massa - Draa,سوس-ماسة-درعة,0528320909,0528320910,PRIVE,MEN 2011
AL Imam Al Kastalani 2,,Cité Essalam  Place des Taxis  AGADIR,,Agadir (M),Agadir Ida Outanane,إقليم أكادير-إداو أوتنان,Sous - Massa - Draa,سوس-ماسة-درعة,048-22-67-04,048-22-67-05,PRIVE,MEN 2011
El Khalid,,"N° 179, Hay Ibn Tachfin, Azli - C.U. Menara",,Ménara (AR),Marrakech,إقليم مراكش,Marrakech - Tensift - Al Haouz,مراكش-تانسيفت-الحوز,024-49-10-75,024-49-10-75,PRIVE,MEN 2011
La Fontaine,,"Lot. Masmoudi, Hay Targa N° 123 - C.U. Menara",,Ménara (AR),Marrakech,إقليم مراكش,Marrakech - Tensift - Al Haouz,مراكش-تانسيفت-الحوز,0524495555,___-__-__-__,PRIVE,MEN 2011
Al ILM  WaL imane,,"Amal 6, N° 15, Hay Fath C.Y.M. - C.U. Yacoub El Mansour",,Yacoub El Mansour (AR),Rabat,إقليم الرباط,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,0537292936,0537290073,PRIVE,MEN 2011
Adam,,"N° 3, Lot. Chbanat, C.Y.M. - C.U. Yacoub El Mansour",,Yacoub El Mansour (AR),Rabat,إقليم الرباط,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,0537791819,___-__-__-__,PRIVE,MEN 2011
Al Awail,,"N° 230 Bis, Hay El Fath - C.U. Yacoub El Mansour",,Yacoub El Mansour (AR),Rabat,إقليم الرباط,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,0537796565,0537799528,PRIVE,MEN 2011
Madaris Al Akssa,,"N° 22, Hay Erraha, Nahda 4 - C.U. El Youssoufia",,El Youssoufia (AR),Rabat,إقليم الرباط,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,0537759977,___-__-__-__,PRIVE,MEN 2011
Ohoud,,"A 18, Cooperative Ouhoud, Guich Oudaya - C.U. Adgal Riyad",,Temara (M),Skhirate Temara,إقليم سخيرات-تمارة,Rabat - Salé - Zemmour - Zaer,الرباط-سلا-زمور-زعير,037-56-03-44,037-56-16-44,PRIVE,MEN 2011
Préférence,,"N° 5,6,7, Hay Mimosa Ville Nouvelle  ",,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,0535510251,0535510263,PRIVE,MEN 2011
 SESAME GROUPE  SCOLAIRE,,"N° 268, Boulevard Ahmed Benchekroun, Bassatine - C.U. Hamrya",,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,0535501529,___-__-__-__,PRIVE,MEN 2011
Ikrae 2,,33 lot al youmn b m o meknes,,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,035-52-33-69,___-__-__-__,PRIVE,MEN 2011
Jil Talaia Al Ghad,, N° 8 Avenue Allal El Fassi Belair,,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,0535526095,0535526095,PRIVE,MEN 2011
BADRAT EMILE,,"N° 70, Lot. Baladia Lacienda - C.U. Hamrya",,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,0660106445,___-__-__-__,PRIVE,MEN 2011
Babel,,Fassia Mabrouka Lacienda - C.U. Hamrya,,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,035-513-183,___-__-__-__,PRIVE,MEN 2011
Amal 3,, 26 ue kih en  Said A C Meknes,,Al Ismailia (M),Meknes,إقليم مكناس,Meknès - Tafilalet,مكناس-تافيلالت,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
MANARAT Al IRFANE,,"N° 2, Rue Yasmine, Quartier Hopital - C.U. Asfi Boudheb",,Asfi (M),Safi,إقليم آسفي,Doukala - Abda,دكالة-عبدة,024-62-06-52,___-__-__-__,PRIVE,MEN 2011
Collège Des Champions (G.S. Azhari),,N° 11.15 rue lamek ville nouvelle,,Asfi (M),Safi,إقليم آسفي,Doukala - Abda,دكالة-عبدة,024 46 16 16,024611083,PRIVE,MEN 2011
Et. Afak de l'Education et de l'Enseignement,,"N° 23, Quartier Laghdir - C.U. Youssoufia",,Youssoufia (M),Youssoufia,إقليم اليوسفية,Doukala - Abda,دكالة-عبدة,___-__-__-__,___-__-__-__,PRIVE,MEN 2011
Les Etoiles,,Lot. El Maghrib Al Arabi - C.U. Kenitra Maamoura,,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,0537373910,0537373918,PRIVE,MEN 2011
Paradis D'Enfants,, Rue Lahssen ounasser Lot 498. Bir Rami Est - C.U.  Maamoura,,Kenitra (M),Kenitra,إقليم القنيطرة,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-37-57-96,___-__-__-__,PRIVE,MEN 2011
ALHadata,,"Hay Essalam, Bloc 27 N° 9 - C.U. Sidi Slimane",,Sidi Slimane (M),Sidi slimane,إقليم سيدي سليمان,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,0537500704,___-__-__-__,PRIVE,MEN 2011
Groupe scolaire l Horizon (ex Arc-En-Ciel),,"Rue Touhami Ben Chahed, Lalla Zawawa - C.U. Ouezzane",,Ouezzane (M),Ouezzane,إقليم وزان,Tanger - Tetouan,طنجة-تطوان,037-90-81-41,___-__-__-__,PRIVE,MEN 2011
Al Mostakbal,,"N° 9, Hay Al Bahia - C.U. Sidi KAcem",,Sidi kacem (M),Sidi Kacem,إقليم سيدي قاسم,Gharb - Chrarda - Beni Hssen,الغرب-شراردة-بني حسن,037-59-03-99,___-__-__-__,PRIVE,MEN 2011
La Polaire,,Lotissement Les Poiries N° 123,,Ben Slimane (M),Benslimane,إقليم بنسليمان,Chaouia - Ourdigha,الشاوية-ورديغة,023-29-79-07,023-29-79-07,PRIVE,MEN 2011
Ennor prive,,Bd. Bir Anzarane ,,Ben Slimane (M),Benslimane,إقليم بنسليمان,Chaouia - Ourdigha,الشاوية-ورديغة,023-29-78-30,023-29-78-30,PRIVE,MEN 2011
Ecole Privé Al Manar,,N° 34  saadia Tiznit,,Tiznit (M),Tiznit,إقليم تيزنيت,Sous - Massa - Draa,سوس-ماسة-درعة,028-86-66-60,028-86-66-60,PRIVE,MEN 2011
Groupe  Pédagogique Tilila,,Rue Walili  Quartier Afrag  Tiznit,,Tiznit (M),Tiznit,إقليم تيزنيت,Sous - Massa - Draa,سوس-ماسة-درعة,028-60-10-63,028-60-10-63,PRIVE,MEN 2011
Aristau,,"N° 8 et 8, Lot. Nizar - C.U. Beni Mellal",,Beni Mellal (M),Beni Mellal,إقليم بني ملال,Tadla - Azilal,تادلة-أزيلال,023-48-07-16,023-48-09-01,PRIVE,MEN 2011
Safir Alqalam,,"Rue 5, Hay Al Adarissa.N°6 - C.U. Beni Mellal",,Beni Mellal (M),Beni Mellal,إقليم بني ملال,Tadla - Azilal,تادلة-أزيلال,023-48-62-83,023-48-50-09,PRIVE,MEN 2011
Yahya Razi,,"Hay Zaytoune, Lotissement El Fadl - C.U. Beni Mellal",,Beni Mellal (M),Beni Mellal,إقليم بني ملال,Tadla - Azilal,تادلة-أزيلال,023-48-93-87,___-__-__-__,PRIVE,MEN 2011
Abou Hamed El Ghazali 1,,"N° 7, Hay Chrif - C.U. beni Mellal",,Beni Mellal (M),Beni Mellal,إقليم بني ملال,Tadla - Azilal,تادلة-أزيلال,023-43-42-03,___-__-__-__,PRIVE,MEN 2011
El Manbae,,"Villa 29, Lotissement Ezzohour - C.U. Fquih Ben Salah",,Fquih Ben Salah (M),Fkih ben salah,إقليم الفقيه بن صالح,Tadla - Azilal,تادلة-أزيلال,023-43-11-66,___-__-__-__,PRIVE,MEN 2011
La Fontaine,,Bd. Allal Ben Abdellah -  Fquih Ben Salah,,Fquih Ben Salah (M),Fkih ben salah,إقليم الفقيه بن صالح,Tadla - Azilal,تادلة-أزيلال,023-43-42-03,023-43-12-17,PRIVE,MEN 2011
En-naourasse,,"Hay Ziz, Route Khouribga - C.U. Fquih Ben Salah",,Fquih Ben Salah (M),Fkih ben salah,إقليم الفقيه بن صالح,Tadla - Azilal,تادلة-أزيلال,023-43-11-66,___-__-__-__,PRIVE,MEN 2011
Hatem Tai,,"N° 187, Hay Pam - C.U. Kasba Tadla",,Kasba Tadla (M),Beni Mellal,إقليم بني ملال,Tadla - Azilal,تادلة-أزيلال,067-19-15-15,___-__-__-__,PRIVE,MEN 2011
Fadwa,,"177,Bd. Mohamed V - C.U. Souk Sebt Ouled Nemma",,Souk Sebt Ouled Nemma (M),Fkih ben salah,إقليم الفقيه بن صالح,Tadla - Azilal,تادلة-أزيلال,066-88-28-84,___-__-__-__,PRIVE,MEN 2011
Lalla Maryem,,"Lotissement Eddaoudia, Av. Principale, Lot. N° 88 - C.U. Bni Mak",,Bni Makada (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539951806,___-__-__-__,PRIVE,MEN 2011
SocratE,,KM 1 ROUTE DE TETOUAN N°32 TANGER,,Charf_Mghogha (AR),Tanger Assilah,إقليم طنجة-أصيلة,Tanger - Tetouan,طنجة-تطوان,0539958212,0539958213,PRIVE,MEN 2011
Amana Wa Charaf,,"Hay Errahma N° 19, Rue 22 -  My Rachid",,Moulay Rachid (AR),Moulay R'chid_Sidi Otmane,إقليم مولاي رشيد-سيدي عثمان,Grand Casablanca,الدار البيضاء الكبرى,022-72-60-85,___-__-__-__,PRIVE,MEN 2011
El Kadissia,,"Hay Errahma, Lot. N° 514 -  My Rachid",,Moulay Rachid (AR),Moulay R'chid_Sidi Otmane,إقليم مولاي رشيد-سيدي عثمان,Grand Casablanca,الدار البيضاء الكبرى,022-71-12-31,___-__-__-__,PRIVE,MEN 2011
SKALI,,"90,Amal 2,Tit Mellil",,Tit Mellil (M),Mediouna,إقليم مديونة,Grand Casablanca,الدار البيضاء الكبرى,0522331774,,PRIVE,MEN 2011
HATIM 2,, Av NICE.N 408.BOURGONE   ANFA CASA,,Anfa (AR),Casablanca Anfa,إقليم الدار البيضاء-أنفا,Grand Casablanca,الدار البيضاء الكبرى,022-91-45-24,___-__-__-__,PRIVE,MEN 2011
EL AFAK,, 94 Boulevard 2 Mars Maarif Casablanca,,El Maarif (AR),Casablanca Anfa,إقليم الدار البيضاء-أنفا,Grand Casablanca,الدار البيضاء الكبرى,022-86-36-31,___-__-__-__,PRIVE,MEN 2011
EL MAHD ,,"lotissement el fath route azzemour N42 anfa, casa",,Anfa (AR),Casablanca Anfa,إقليم الدار البيضاء-أنفا,Grand Casablanca,الدار البيضاء الكبرى,022943848,022942848,PRIVE,MEN 2011
Charaf Eddine,,Rue El Khawerizmi 1817 N° 5 -C.U. Dcheira El Jihadia,,Dcheira El Jihadia (M),Inzegane Ait Melloul,إقليم إنزكان-آيت ملول,Sous - Massa - Draa,سوس-ماسة-درعة,052827-31-87,___-__-__-__,PRIVE,MEN 2011
Ecole Privée Iqraa,,"N° 122, Bloc H Rue Zag Massira - C.U. Khouribga",,Khouribga (M),Khouribga,إقليم خريبكة,Chaouia - Ourdigha,الشاوية-ورديغة,0523560762,0523499824,PRIVE,MEN 2011
