Total Enrolment in Mainstream National Schools by Standard (Incl. Special Classes),,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,County Description,Local Authority Description,DEIS (Y/N),Gaeltacht Indicator (Y/N),Ethos Description,Junior Infants,Senior Infants,First Class,Second Class,Third Class,Fourth Class,Fifth Class,Sixth Class,Special Class,Enrolment per Return
2024,03275H,NEWTOWN N S,Meath,Meath County Council,N,N,Catholic,7,8,8,7,7,11,4,9,6,67
2024,03294L,S N Caiseal na gCorr,Donegal,Donegal County Council,Y,Y,Catholic,2,9,6,7,8,5,4,7,,48
2024,03359N,BALLYROAN B N S,Dublin,South Dublin County Council,N,N,Catholic,,,61,51,71,69,62,74,,388
2024,03607G,S N AINDREIS NAOFA,Galway,Galway County Council,N,N,Catholic,7,8,5,17,17,11,13,14,,92
2024,03633H,SCOIL NÁISIÚNTA BHANTIARNA LOURDES,Wexford,Wexford County Council,Y,N,Catholic,30,29,30,32,33,48,39,31,,272
2024,03704E,S N SEAN BAILE MOR,Cork,Cork County Council,N,N,Catholic,8,6,10,9,7,10,1,13,,64
2024,03787L,WALSHESTOWN N S,Louth,Louth County Council,N,N,Catholic,12,10,6,13,11,12,12,14,11,101
2024,03898U,TOONAGH N S,Clare,Clare County Council,N,N,Catholic,10,4,7,13,9,7,16,11,,77
2024,03917V,NAOMH PADRAIG BOYS,Dublin,Dublin City Council,Y,N,Catholic,15,16,16,11,18,17,23,10,,126
2024,03924S,OWENBEG N S,Sligo,Sligo County Council,Y,N,Catholic,2,1,5,3,5,4,5,7,7,39
2024,03928D,MULLACH N S,Clare,Clare County Council,Y,N,Catholic,7,9,4,9,8,4,6,8,,55
2024,03936C,S N AN CHUIL,Westmeath,Westmeath County Council,N,N,Catholic,4,5,3,7,2,8,4,5,,38
2024,04005G,S N NAOMH PEADAR,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,18,20,19,15,13,24,19,17,,145
2024,04054T,BALLINDANGAN MIXED N S,Cork,Cork County Council,N,N,Catholic,4,6,8,3,4,5,3,4,,37
2024,04062S,LISTOWEL PRESENTATION PRIMARY,Kerry,Kerry County Council,Y,N,Catholic,27,21,28,17,14,26,26,35,,194
2024,04067F,CONVENT OF MERCY,Tipperary,Tipperary (Nr) County Council,N,N,Catholic,37,51,50,32,18,31,22,29,,270
2024,04075E,MOYGLASS N S,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,13,13,17,12,20,13,21,13,6,128
2024,04077I,SCOIL NAIS BHRIDE,Carlow,Carlow County Council,N,N,Catholic,23,21,21,26,20,27,24,29,11,202
2024,04118T,LEAMLARA MIXED N S,Cork,Cork County Council,N,N,Catholic,8,18,21,10,17,21,19,26,2,142
2024,04152T,S N CNOC AN BHILE,Cork,Cork County Council,N,N,Catholic,14,23,15,18,21,22,22,18,,153
2024,04186N,S N BHIORAINN,Cork,Cork County Council,N,N,Catholic,27,21,22,19,21,12,22,18,30,192
2024,04210H,KILMESSAN MXD N S,Meath,Meath County Council,N,N,Catholic,30,25,33,29,36,25,30,23,,231
2024,04230N,SCOIL NAOMH EOIN,Cork,Cork County Council,N,N,Catholic,5,6,7,7,9,12,8,11,,65
2024,04442F,KYLE N S,Cork,Cork County Council,N,N,Multi Denominational,9,6,11,7,3,4,9,,,49
2024,04466T,BALLYMARTIN N S,Limerick,Limerick County Council,N,N,Catholic,9,13,9,19,16,13,9,15,,103
2024,04469C,S N FIODHNACH,Limerick,Limerick County Council,N,N,Catholic,13,11,8,6,13,10,9,10,,80
2024,04487E,S N NAITHI NAOFA,Sligo,Sligo County Council,N,N,Catholic,5,12,8,13,6,15,13,12,,84
2024,04515G,SCOIL AN LINBH IOSA,Galway,Galway City Council,Y,N,Catholic,28,32,30,35,24,28,35,43,6,261
2024,04548V,SCOIL SEANAIN NAOFA,Clare,Clare County Council,N,N,Catholic,34,28,38,36,38,37,32,33,,276
2024,04578H,BALLYVONGANE MIXED N S,Cork,Cork County Council,N,N,Catholic,3,1,2,2,4,4,,,,16
2024,04620D,THOMASTOWN N S,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,18,14,12,14,9,16,10,16,12,121
2024,04796R,BRACKLOON N S,Mayo,Mayo County Council,Y,N,Catholic,12,16,12,27,15,25,20,24,6,157
2024,04800F,ROOSKEY N S,Roscommon,Roscommon County Council,N,N,Catholic,24,12,24,20,25,21,11,19,,156
2024,04802J,CLOONACOOL N S,Sligo,Sligo County Council,N,N,Catholic,14,9,9,17,9,17,13,9,,97
2024,04809A,SCOIL AN AINGIL CHOIMHEADAI,Donegal,Donegal County Council,Y,Y,Catholic,,1,2,,3,1,,8,,15
2024,04919H,CRATLOE N S,Clare,Clare County Council,N,N,Catholic,25,39,36,31,47,32,34,36,12,292
2024,04953H,BALLYHASS MIXED N S,Cork,Cork County Council,N,N,Catholic,23,22,28,26,42,29,32,32,,234
2024,04992R,Scoil na Croi Naofa,Dublin,Dublin City Council,N,N,Catholic,45,44,55,58,50,53,55,53,,413
2024,05062A,KELLS PAROCHIAL N S,Meath,Meath County Council,N,N,Church Of Ireland,8,8,7,7,6,9,3,12,,60
2024,05070W,S N BAILE MUIRNE,Wexford,Wexford County Council,N,N,Catholic,19,9,23,8,12,11,12,16,6,116
2024,05115S,S N AN LEANA MOR,Longford,Longford County Council,Y,N,Catholic,6,14,9,6,11,8,4,9,3,70
2024,05120L,LEHINCH N S,Mayo,Mayo County Council,Y,N,Catholic,,2,1,1,1,1,1,,,7
2024,05144C,NEW INN B N S,Tipperary,Tipperary (Sr) County Council,N,N,Catholic,,,,11,13,4,11,12,,51
2024,05164I,SCOIL NAOMH CHOLMCILLE,Donegal,Donegal County Council,Y,Y,Catholic,3,1,3,2,4,4,1,2,,20
2024,05220P,S N MICHIL NAOFA,Roscommon,Roscommon County Council,N,N,Catholic,4,5,5,3,3,2,,3,,25
2024,05230S,COMHSCOIL CHONMHA S N,Donegal,Donegal County Council,N,N,Church Of Ireland,13,10,8,16,17,12,14,10,,100
2024,05253H,O CALLAGHANS MILLS N S,Clare,Clare County Council,N,N,Catholic,4,5,2,4,7,1,5,13,,41
2024,05348S,Tahilla Community National School,Kerry,Kerry County Council,Y,N,Multi Denominational,2,2,3,4,4,3,3,2,,23
2024,05477G,LARAGH N S,Cork,Cork County Council,N,N,Catholic,19,21,26,31,19,24,17,32,,189
2024,05501A,SCOIL NAOIMH EANNA,Monaghan,Monaghan County Council,N,N,Catholic,21,26,28,23,21,30,30,25,,204
2024,05508O,ST COLUMBAS N.S,Cork,Cork City Council,N,N,Catholic,46,38,43,40,45,42,39,40,37,370
2024,05513H,CASTLEPOLLARD MIXED N S,Westmeath,Westmeath County Council,Y,N,Catholic,18,19,22,30,18,20,21,15,,163
2024,05548D,SN BAILE MHIC AIRT,Waterford,Waterford County Council,N,Y,Catholic,2,15,9,9,5,7,8,4,,59
2024,05565D,TRAFRASK MIXED N S,Cork,Cork County Council,N,N,Catholic,2,,2,3,,3,6,4,,20
2024,05600C,CLOCHAR SAN DOMINIC,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,15,17,24,22,15,31,22,36,12,194
2024,05627W,BAILIEBORO MODEL N S,Cavan,Cavan County Council,N,N,Church Of Ireland,11,11,13,7,11,12,14,11,,90
2024,05630L,Scoil Mhichil na Buachailli,Meath,Meath County Council,N,N,Catholic,,,,55,54,40,47,57,36,289
2024,05636A,DUNMANWAY MODEL N S,Cork,Cork County Council,N,N,Church Of Ireland,11,8,16,12,12,15,7,14,,95
2024,05656G,S N AN GHOILIN,Cork,Cork County Council,N,N,Catholic,4,4,7,2,2,4,4,4,,31
2024,05754G,S N CREACHMHAOIL,Galway,Galway County Council,N,N,Catholic,32,27,59,36,39,39,43,35,4,314
2024,05756K,BURRISCARRA N S,Mayo,Mayo County Council,N,N,Catholic,1,1,3,2,3,2,1,3,,16
2024,05916G,St. Anne's National School,Westmeath,Westmeath County Council,N,N,Catholic,28,22,20,14,17,24,24,21,,170
