CODE_ETABLISSEMENT,CODE_AUTO,NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,TYPE,TYPE_AR,DELEGATION,DELEGATION_AR,GOUVERNORAT,GOUVERNORAT_AR,ZONE,ZONE_AR,LATITUDE,LONGITUDE,SOURCE
10210310,210310,E.P.TAGHERMANE,م.إ.  تاغرمان,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.2591603799999,9.795168988,data.gov.tn 2024
10210311,210311,E.P.LOUATA,م.إ.  اللواتة,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.214168,9.7466153,data.gov.tn 2024
10210312,210312,E.P.KHARATA,م.إ.  خراطة,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.199384,9.60769,data.gov.tn 2024
10210313,210313,E.P.MERGAZINE,م.إ.  المرقازين,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.192255,9.697345,data.gov.tn 2024
10210314,210314,E.P.TESKRAYA,م.إ.  تسكراية,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.20758638,9.55542055299999,data.gov.tn 2024
10210315,210315,E.P.EL GHIRANE,م.إ.  الغيران,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.32435688,9.753858273,data.gov.tn 2024
10210316,210316,E.P.BANI NAFAA,م.إ.  بني نافع,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.25971847,9.814874841,data.gov.tn 2024
10210317,210317,E.P.FEJJET ERRIH,م.إ.  فجة الريح,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.151258,9.304918,data.gov.tn 2024
10210318,210318,E.P.CITE El BASSATINE,م.إ.  حي البساتين,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.2670306799999,9.846851396,data.gov.tn 2024
10210320,210320,E.P.EL MRAZIGUE,م.إ.  المرازيق,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.2680165,9.75729895299999,data.gov.tn 2024
10210323,210323,E.P.FAROUA,م.إ.  فروة,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.19181098,9.763755957,data.gov.tn 2024
10210325,210325,E.P.SIDI AMEUR,م.إ.  سيدي عامر,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.2378289999999,9.610211,data.gov.tn 2024
10210326,210326,E.P.BIR MASSIOUGA,م.إ. بئر مسيوغة,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.27448949,9.834710949,data.gov.tn 2024
10210327,210327,E.P.BENI OMAR,م.إ.  بني عمر,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.26941,9.712467,data.gov.tn 2024
10210328,210328,E.P.HAFER MOHR,م.إ.  حافر المهر,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.25954,9.82957,data.gov.tn 2024
10210503,210503,E.P.RUE DE GRECE,م.إ.  نهج اليونان,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.272525,9.875431,data.gov.tn 2024
10210507,210507,E.P.RUE D'ESPAGNE,م.إ.  نهج اسبانيا,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.269969,9.86822699999999,data.gov.tn 2024
10210508,210508,E.P.PLACE 13 JANVIER 52,م.إ.  ساحة 13 جانفي 52,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.2774089999999,9.873915,data.gov.tn 2024
10210509,210509,E.P.LA CORNICHE,م.إ.  الكرنيش,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.324753,9.86471899999999,data.gov.tn 2024
10210510,210510,E.P. 14 JANVIER CTE ENAKHLA,م.إ.  14 جانفي حي النخلة  ,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.281222,9.85528399999999,data.gov.tn 2024
10210513,210513,E.P.ENNADHOUR,م.إ.  الناظور,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.309744,9.847307,data.gov.tn 2024
10210514,210514,E.P.RUE HEDI CHAKER,م.إ. شارع الهادي شاكر,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.2748459999999,9.868625,data.gov.tn 2024
10210515,210515,E.P.DHAR EL KODIA,م.إ.  ظهر الكدية,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.280813,9.85732299999999,data.gov.tn 2024
10210517,210517,E.P. CITE EL HANA,م.إ.  حي الهناء,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.285263,9.865905,data.gov.tn 2024
10210519,210519,E.P.ER RAOUABI,م.إ. حي الروابي,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.2845289999999,9.868375,data.gov.tn 2024
10210520,210520,E.P.AIN MARIEM,م.إ.  عين مريم,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.289881,9.85834799999999,data.gov.tn 2024
10210521,210521,E.P.BENI AOUF,م.إ.  بني عوف,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.316045,9.78639199999999,data.gov.tn 2024
10210524,210524,E.P.CITE BOUGATFA,م.إ.  حي بوقطفة,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.2864769999999,9.856798,data.gov.tn 2024
10210525,210525,E.P.CITE OUALI,م.إ.  حي والي,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.270375,9.85822499999999,data.gov.tn 2024
10210526,210526,E.P.CITE KORNICH ,م.إ.  حي الكرنيش,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.290036,9.85382899999999,data.gov.tn 2024
10210527,210527,E.P.CITE EL WAHA,م.إ. حي الواحة,École Primaire Publique,مدرسة ابتدائية,BIZERTE NORD,بنزرت الشمالية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.283797,9.84680799999999,data.gov.tn 2024
10210701,210701,E.P.CITE NOUVELLE,م.إ. الحي الجديد ,École Primaire Publique,مدرسة ابتدائية,ZARZOUNA,جرزونة,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.261082,9.8727274,data.gov.tn 2024
10210702,210702,E.P.CITE DES OUVRIERS,م.إ.  الحي العمالي ,École Primaire Publique,مدرسة ابتدائية,ZARZOUNA,جرزونة,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.25508,9.87985909999999,data.gov.tn 2024
10210703,210703,E.P.BOUGHATFA ,م.إ.  بوقطفة ,École Primaire Publique,مدرسة ابتدائية,ZARZOUNA,جرزونة,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.264029,9.8746834,data.gov.tn 2024
10210705,210705,E.P.CHEIKH DRISS,م.إ.  الشيخ ادريس ,École Primaire Publique,مدرسة ابتدائية,ZARZOUNA,جرزونة,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.261842,9.8804374,data.gov.tn 2024
10210706,210706,E.P.AIN BITAR,م.إ.  عين بيطار,École Primaire Publique,مدرسة ابتدائية,ZARZOUNA,جرزونة,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.249468,9.9071843,data.gov.tn 2024
10210707,210707,E.P.CITE BEN AROUS,م.إ.  حي بن عروس ,École Primaire Publique,مدرسة ابتدائية,ZARZOUNA,جرزونة,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.24991,9.8791998,data.gov.tn 2024
10210801,210801,E.P.2 MARS 34 SAJNAN,م.إ.  2 مارس 34 سجنان,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.0555811799999,9.219846999,data.gov.tn 2024
10210802,210802,E.P.TAMERA VILLAGE,م.إ.  قرية تمرة,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.033,9.0716,data.gov.tn 2024
10210803,210803,E.P.TAMERA MINE,م.إ.  منجم تمرة,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.05140644,9.107262156,data.gov.tn 2024
10210804,210804,E.P.DHOUAHRIA,م.إ.  الظواهرية,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.04075593,9.216280095,data.gov.tn 2024
10210805,210805,E.P.OUMADEN,م.إ.  أمادن,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.121155,9.20529,data.gov.tn 2024
10210806,210806,E.P.SIDI SALEM,م.إ.  سيدي سالم,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.12954536,9.371072493,data.gov.tn 2024
10210807,210807,E.P.SFISSIFA,م.إ.  السفيسيفة,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.015217,9.181497,data.gov.tn 2024
10210808,210808,E.P.M SADDER,م.إ.  مصدر,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.0744019999999,9.1381526,data.gov.tn 2024
10210809,210809,E.P.GUETMA,م.إ.  القتمة,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.1330293099999,9.26529612899999,data.gov.tn 2024
10210810,210810,E.P.HANIA,م.إ.  الحنية,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.0804,9.1447,data.gov.tn 2024
10210811,210811,E.P.MRIFEG,م.إ.  المريفق,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.11252256,9.264691628,data.gov.tn 2024
10210812,210812,E.P.SIDI MECHREG,م.إ.  سيدي مشرق,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.135852,9.124115,data.gov.tn 2024
10210813,210813,E.P.CHOOBET EL HOUT,م.إ.  شعبة الحوت,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.14958879,9.33808742199999,data.gov.tn 2024
10210814,210814,E.P.CAP SERRAT,م.إ.  رأس سراط,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.124599,9.131492,data.gov.tn 2024
10210815,210815,E.P.DMAYENE,م.إ.  الدماين,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.111157,9.285283,data.gov.tn 2024
10210816,210816,E.P.EL GARISIA,م.إ.  القارصية,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.0862035099999,9.320223176,data.gov.tn 2024
10210817,210817,E.P.KEF ABBED,م.إ.  كاف عباد,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.2111432199999,9.454893283,data.gov.tn 2024
10210818,210818,E.P.SMIRA,م.إ.  السميرة,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.08475819,9.264374027,data.gov.tn 2024
10210819,210819,E.P.HENCHIR HDADA,م.إ.  هنشير حدادة,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.05004839,9.182917003,data.gov.tn 2024
10210820,210820,E.P.HOUAMLIA,م.إ.  الهواملية,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.0310729099999,9.270888973,data.gov.tn 2024
10210822,210822,E.P.SOUGMANE,م.إ.  سقمان,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.065547,9.172549,data.gov.tn 2024
10210823,210823,E.P.BENI YASSLI,م.إ.  بني يصلي,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.057026,9.241647,data.gov.tn 2024
10210824,210824,E.P.CHARGUIA,م.إ.  الشرقية,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.08145,9.22691,data.gov.tn 2024
10210825,210825,E.P.EL ALI,م.إ.  العلي,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.0758,9.1554,data.gov.tn 2024
10210826,210826,E.P.ANNASSRIA,م.إ.  المناصرية,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.1924262499999,9.383936619,data.gov.tn 2024
10210827,210827,E.P.CITE YASSMINE,م.إ.  حي الياسمين,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.1222459999999,9.1090325,data.gov.tn 2024
10210828,210828,E.P.OUED EL OUD,م.إ.  واد ي العود,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.15250867,9.274435322,data.gov.tn 2024
10210829,210829,E.P.BOUAOUEj,م.إ.  بوعواج,École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.1302409999999,9.2379459,data.gov.tn 2024
10210830,210830,E.P ELLISSA FARHAT HACHAT,م.إ. عليسة (فرحات حشاد ),École Primaire Publique,مدرسة ابتدائية,SEJNANE,سجنان,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.0586,9.2255,data.gov.tn 2024
10211001,211001,E.P.BAZINA,م.إ.  بازينة,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.962854,9.297998,data.gov.tn 2024
10211002,211002,E.P.TOUAJNIA,م.إ. ا لطواجنية,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.8753249999999,9.374513,data.gov.tn 2024
10211003,211003,E.P.JEBEL SEMENE,م.إ.  جبل السمان,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.9601281699999,9.33755629899999,data.gov.tn 2024
10211004,211004,E.P.RAMADIA ,م.إ.  الرمادية,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.45575,9.221072,data.gov.tn 2024
10211005,211005,E.P.SIDI NSIR,م.إ.  سيدي نصير,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.765991,9.36970799999999,data.gov.tn 2024
10211006,211006,E.P.EL GARIA JOUMIN,م.إ.  القرية جومين,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.868994,9.413385,data.gov.tn 2024
10211007,211007,E.P.KEF SAGHARINE,م.إ.  كاف الصغارين,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.962741,9.297934,data.gov.tn 2024
10211009,211009,E.P.SAYAH,م.إ.  الصياح,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.834271,9.464332,data.gov.tn 2024
10211010,211010,E.P.TAHENT,م.إ.  تاهنت,École Primaire Publique,مدرسة ابتدائية,JOUMINE,جومين,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,36.9229119399999,9.29578391199999,data.gov.tn 2024
