codigo_escola_dgeec,nome_escola,municipio,distrito,nuts_III,nuts_II,source_donnees,total_alunos_2022_23,alunos_1ano_2022_23,alunos_2ano_2022_23,alunos_3ano_2022_23,alunos_4ano_2022_23,taxa_retencao_media_2022_23,alunos_2ciclo_2019_2020_5ano,alunos_2ciclo_2019_2020_6ano,alunos_2ciclo_2020_2021_5ano,alunos_2ciclo_2020_2021_6ano,alunos_2ciclo_2021_2022_5ano,alunos_2ciclo_2021_2022_6ano,alunos_2ciclo_2022_2023_5ano,alunos_2ciclo_2022_2023_6ano,pct_2ciclo_homens,pct_2ciclo_mulheres,total_alunos_2ciclo,retencao_2ciclo_5ano_2022_23,retencao_2ciclo_6ano_2022_23,conclusao_2ciclo_n_amostra,conclusao_2ciclo_pct_escola,conclusao_2ciclo_pct_nat_comparable
306683,"Escola Básica de Facho, Apúlia, Esposende",Esposende,Coimbra,Região de Coimbra,Centro,1er_cycle_uniquement,92.0,24.0,24.0,20.0,24.0,0.0,,,,,,,,,,,,,,,,
306718,"Escola Básica de Vila Chã, Esposende",Esposende,Coimbra,Região de Coimbra,Centro,1er_cycle_uniquement,49.0,21.0,13.0,2.0,13.0,0.02,,,,,,,,,,,,,,,,
306901,"Escola Básica Antonio Correia Oliveira, Esposende",Esposende,,,,2eme_cycle_uniquement,,,,,,,158,197,186,156,175,189,180,179,0.51,0.49,359,0.019999999552965164,0.029999999329447746,169,0.9704142011834319,0.9729153188984899
307010,"Escola Básica de Travassós, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,59.0,16.0,13.0,18.0,12.0,0.0,,,,,,,,,,,,,,,,
307024,"Escola Básica de Arões - São Romão, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,94.0,22.0,32.0,18.0,22.0,0.0,,,,,,,,,,,,,,,,
307040,"Escola Básica de Monte, Arões - Santa Cristina, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,36.0,7.0,14.0,3.0,12.0,0.0,,,,,,,,,,,,,,,,
307047,"Escola Básica de Silvares - São Clemente, Cortinhas, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
307051,"Escola Básica de Arões - Santa Cristina, Fafe",Fafe,,,,2eme_cycle_uniquement,,,,,,,55,56,58,55,62,57,41,61,0.61,0.39,102,0,0,62,0.9838709677419355,0.9458227910571577
307155,"Escola Básica de Seidões, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,20.0,7.0,4.0,3.0,6.0,0.0,,,,,,,,,,,,,,,,
307210,Associação Cultural e Recreativa de Fornelos,Fafe,Évora,Alentejo Central,Alentejo,1er_et_2eme_cycle,128.0,31.0,43.0,21.0,33.0,0.0,40,38,29,36,30,29,20,31,0.61,0.39,51,0,0,30,1,0.9840689525573043
307224,"Escola Básica de Moreira de Rei, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,41.0,13.0,8.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,
307258,"Escola Básica de Montelongo, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_et_2eme_cycle,219.0,52.0,50.0,54.0,63.0,0.0,72,94,89,77,66,95,67,75,0.56,0.44,142,0,0,59,1,0.9496573510020829
307326,"Escola Básica de Fareja, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,20.0,3.0,5.0,7.0,5.0,0.0,,,,,,,,,,,,,,,,
307402,"Escola Básica Prof. Carlos Teixeira, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_et_2eme_cycle,414.0,120.0,88.0,88.0,118.0,0.0,185,158,179,185,173,180,185,178,0.52,0.48,363,0.009999999776482582,0.009999999776482582,169,1,0.9664707147769716
307575,"Escola Básica de Medelo, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,76.0,18.0,19.0,18.0,21.0,0.0,,,,,,,,,,,,,,,,
307598,"Escola Básica de Cepães, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,27.0,5.0,8.0,6.0,8.0,0.0,,,,,,,,,,,,,,,,
307650,"Escola Básica Padre Joaquim Flores, Revelhe, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_et_2eme_cycle,85.0,18.0,26.0,15.0,26.0,0.0,60,55,69,58,61,69,54,64,0.5,0.5,118,0,0,59,1,0.9495238743550539
307655,"Escola Básica de Regadas, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,31.0,6.0,6.0,12.0,7.0,0.0,,,,,,,,,,,,,,,,
307694,"Escola Básica de São Gens, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,27.0,5.0,11.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,
307724,"Escola Básica de Quinchães, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,44.0,13.0,14.0,9.0,8.0,0.0275,,,,,,,,,,,,,,,,
307772,"Escola Básica de Serafão, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,32.0,11.0,9.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,
307785,"Escola Básica de Golães, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,38.0,16.0,8.0,10.0,4.0,0.0,,,,,,,,,,,,,,,,
307803,"Escola Básica de Passos, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,24.0,5.0,10.0,4.0,5.0,0.0,,,,,,,,,,,,,,,,
307811,"Escola Básica de Silvares, São Martinho, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_et_2eme_cycle,65.0,21.0,12.0,21.0,11.0,0.0,33,35,34,34,22,36,25,21,0.48,0.52,46,0,0,22,1,0.9509833249406533
307863,"Escola Básica de São Jorge, Fafe",Fafe,Évora,Alentejo Central,Alentejo,1er_cycle_uniquement,83.0,20.0,20.0,23.0,20.0,0.0,,,,,,,,,,,,,,,,
308001,"Escola Básica de Urgezes, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,108.0,37.0,25.0,25.0,21.0,0.0,,,,,,,,,,,,,,,,
308003,"Escola Básica de Ponte, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,212.0,62.0,57.0,52.0,41.0,0.0225,,,,,,,,,,,,,,,,
308004,"Escola Básica de Ronfe, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,185.0,65.0,38.0,53.0,29.0,0.015,,,,,,,,,,,,,,,,
308007,"Escola Básica Agostinho da Silva, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,32.0,7.0,10.0,4.0,11.0,0.0,,,,,,,,,,,,,,,,
308010,"Escola Básica Arquiteto Fernando Távora, Fermentões, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,45,65,59,44,48,60,40,44,0.55,0.45,84,0.029999999329447746,0.019999999552965164,44,0.9090909090909091,0.9339681858068537
308021,"Escola Básica de Salgueiral, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,139.0,48.0,23.0,44.0,24.0,0.0,,,,,,,,,,,,,,,,
308041,"Escola Básica de Calvos, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,36.0,6.0,12.0,8.0,10.0,0.0,,,,,,,,,,,,,,,,
308066,"Escola Básica de Abação, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,57,61,50,58,44,52,56,48,0.51,0.49,104,0,0,43,1,0.9466300870485692
308071,"Escola Básica de Charneca, Caldas das Taipas, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,92.0,24.0,24.0,21.0,23.0,0.0125,,,,,,,,,,,,,,,,
308099,"Escola Básica de Tabuadelo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,60.0,21.0,15.0,11.0,13.0,0.02,,,,,,,,,,,,,,,,
308102,Escola Básica de Vizela,Vizela,Faro,Algarve,Algarve,1er_cycle_uniquement,61.0,16.0,15.0,10.0,20.0,0.0,,,,,,,,,,,,,,,,
308122,"Escola Básica de Candoso - São Martinho, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,99.0,32.0,24.0,21.0,22.0,0.0,,,,,,,,,,,,,,,,
308169,"Escola Básica do Vale de São Torcato, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,61,70,57,62,66,60,67,68,0.5900000000000001,0.41,135,0.009999999776482582,0,66,0.9848484848484849,0.9436113353198374
308208,"Escola Básica de Oliveira do Castelo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,323.0,91.0,71.0,88.0,73.0,0.0,,,,,,,,,,,,,,,,
308222,"Escola Básica Joaquim Pinto, Caldas São João, Vizela",Vizela,Faro,Algarve,Algarve,1er_cycle_uniquement,80.0,23.0,12.0,21.0,24.0,0.0,,,,,,,,,,,,,,,,
308223,"Escola Básica de Infantas, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,50.0,13.0,12.0,10.0,15.0,0.0,,,,,,,,,,,,,,,,
308224,"Escola Básica Virgínia Moura, Moreira de Cónegos, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,79,94,84,80,87,88,69,93,0.49,0.51,162,0.09000000357627869,0.05000000074505806,87,0.9540229885057471,0.9534755660532398
308232,"Escola Básica n.º 1 de Pevidém, Barreiro, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,157.0,46.0,38.0,44.0,29.0,0.0075,,,,,,,,,,,,,,,,
308243,"Escola Básica de Vermis, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,111.0,41.0,25.0,21.0,24.0,0.0325,,,,,,,,,,,,,,,,
308259,"Escola Básica de São Roque, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,87.0,24.0,20.0,20.0,23.0,0.0,,,,,,,,,,,,,,,,
308260,"Escola Básica de Polvoreira, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,86.0,23.0,23.0,21.0,19.0,0.0,,,,,,,,,,,,,,,,
308284,"Escola Básica de Casais, Brito, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,167.0,41.0,54.0,38.0,34.0,0.0,,,,,,,,,,,,,,,,
308305,"Escola Básica de Nespereira, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,81.0,19.0,22.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,
308308,"Escola Básica de São Romão, Mesão Frio, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,125.0,25.0,26.0,48.0,26.0,0.0,,,,,,,,,,,,,,,,
308323,"Escola Básica de Mascotelos, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,88.0,20.0,24.0,24.0,20.0,0.0,,,,,,,,,,,,,,,,
308331,"Escola Básica de Sande, Vila Nova, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,62.0,17.0,13.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,
308335,"Escola Básica D. Afonso Henriques, Creixomil, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,93,110,108,92,116,108,109,118,0.53,0.47,227,0.009999999776482582,0.009999999776482582,113,1,0.9691893722478466
308346,"Escola Básica de Nossa Senhora da Conceição, Fermentões, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,78.0,22.0,25.0,18.0,13.0,0.0475,,,,,,,,,,,,,,,,
308374,"Escola Básica de Pevidém, Selho - São Jorge, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,93,112,88,97,119,92,84,125,0.53,0.47,209,0.019999999552965164,0.019999999552965164,119,1,0.9573325331127208
308394,"Escola Básica Gil Vicente, Urgeses, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,61,59,78,60,61,79,64,64,0.47,0.53,128,0,0,60,1,0.957086104455458
308408,"Escola Básica Professor Abel Salazar, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,93,97,104,97,109,105,84,111,0.6,0.4,195,0,0.019999999552965164,108,0.9814814814814815,0.9562410318873269
308410,"Escola Básica de Poças, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,86.0,24.0,23.0,23.0,16.0,0.055,,,,,,,,,,,,,,,,
308411,"Escola Básica de Cruz de Argola, Mesão Frio, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,156.0,52.0,53.0,25.0,26.0,0.0,,,,,,,,,,,,,,,,
308432,"Escola Básica Professor João de Meira, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,137,150,133,140,138,137,142,138,0.51,0.49,280,0.009999999776482582,0,133,1,0.9797135707627073
308439,"Escola Básica de Conde, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,85.0,20.0,21.0,20.0,24.0,0.0,,,,,,,,,,,,,,,,
308445,"Escola Básica Egas Moniz, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,93,105,98,94,96,94,78,100,0.49,0.51,178,0,0,94,1,0.9647426418341195
308454,"Escola Básica de Igreja, Sande - São Martinho, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,81.0,23.0,15.0,23.0,20.0,0.0125,,,,,,,,,,,,,,,,
308468,"Escola Básica de Souto - Santa Maria, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,39.0,10.0,8.0,8.0,13.0,0.0,,,,,,,,,,,,,,,,
308477,"Escola Básica de Serzedo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,42.0,11.0,15.0,5.0,11.0,0.0,,,,,,,,,,,,,,,,
308479,"Escola Básica de Vinha, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,34.0,8.0,6.0,14.0,6.0,0.0,,,,,,,,,,,,,,,,
308495,"Escola Básica de Longos, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,42.0,12.0,14.0,4.0,12.0,0.02,,,,,,,,,,,,,,,,
308504,"Escola Básica do Serrado, Briteiros - Santa Leocádia, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,22.0,6.0,10.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,
308548,"Escola Básica de Selho - São Cristóvão, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,66.0,12.0,15.0,21.0,18.0,0.0,,,,,,,,,,,,,,,,
308553,"Escola Básica e Secundária Santos Simões, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,115,119,122,112,136,130,117,147,0.55,0.45,264,0,0.009999999776482582,131,1,0.9689851193119373
308561,"Escola Básica de Agrolongo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,31.0,13.0,6.0,6.0,6.0,0.0425,,,,,,,,,,,,,,,,
308620,"Escola Básica de Carreiro, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,69.0,14.0,19.0,15.0,21.0,0.12,,,,,,,,,,,,,,,,
308657,"Escola Básica de Silvares, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,50.0,17.0,14.0,10.0,9.0,0.0175,,,,,,,,,,,,,,,,
308659,"Escola Básica de Mosteiro, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,152.0,40.0,47.0,27.0,38.0,0.01,,,,,,,,,,,,,,,,
308664,Colégio de Nossa Senhora da Conceição,Guimarães,Faro,Algarve,Algarve,1er_et_2eme_cycle,244.0,67.0,70.0,60.0,47.0,0.0,55,53,62,52,65,63,48,63,0.45999999999999996,0.54,111,0,0,64,1,0.990533139720461
308686,"Escola Básica de Eirinha, Serzedelo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,62.0,17.0,21.0,19.0,5.0,0.0125,,,,,,,,,,,,,,,,
308697,"Escola Básica de Motelo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,103.0,23.0,33.0,23.0,24.0,0.0325,,,,,,,,,,,,,,,,
308713,"Escola Básica de Pégada, Azurém, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,93.0,25.0,20.0,24.0,24.0,0.01,,,,,,,,,,,,,,,,
308714,"Escola Básica de Infias, Vizela",Vizela,Faro,Algarve,Algarve,1er_cycle_uniquement,63.0,15.0,19.0,13.0,16.0,0.0,,,,,,,,,,,,,,,,
308724,"Escola Básica de Gondar, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,32.0,8.0,7.0,9.0,8.0,0.0,,,,,,,,,,,,,,,,
308733,"Escola Básica de Caneiros, Fermentões, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,41.0,7.0,13.0,11.0,10.0,0.0375,,,,,,,,,,,,,,,,
308746,"Escola Básica dos Enxertos, Vizela",Vizela,Faro,Algarve,Algarve,1er_cycle_uniquement,161.0,43.0,36.0,36.0,46.0,0.0075,,,,,,,,,,,,,,,,
308750,"Escola Básica de Alto da Bandeira, Creixomil, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,179.0,45.0,46.0,42.0,46.0,0.0,,,,,,,,,,,,,,,,
308758,"Escola Básica de Santa Luzia, Azurém, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,187.0,49.0,43.0,47.0,48.0,0.005,,,,,,,,,,,,,,,,
308768,"Escola Básica de Caldas de Vizela, Vizela",Vizela,,,,2eme_cycle_uniquement,,,,,,,150,130,134,153,141,139,104,138,0.54,0.46,242,0,0.009999999776482582,140,0.9857142857142858,0.9650694129018025
308778,"Escola Básica de Corvite, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,37.0,10.0,9.0,11.0,7.0,0.0275,,,,,,,,,,,,,,,,
308788,"Escola Básica de Briteiros, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,61,75,56,62,56,59,56,63,0.49,0.51,119,0,0,50,1,0.961967919486554
308791,"Escola Básica de Igreja - São Salvador, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,51.0,14.0,7.0,18.0,12.0,0.0,,,,,,,,,,,,,,,,
308796,"Escola Básica de Bela Vista, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,72.0,26.0,11.0,15.0,20.0,0.0,,,,,,,,,,,,,,,,
308809,"Escola Básica de Pinheiral, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,171.0,44.0,40.0,42.0,45.0,0.0,,,,,,,,,,,,,,,,
308849,"Escola Básica de Fafião, Briteiros - Santo Estêvão, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,37.0,9.0,9.0,10.0,9.0,0.0,,,,,,,,,,,,,,,,
308854,"Escola Básica das Taipas, Caldas das Taipas, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,139,153,140,141,123,141,129,125,0.48,0.52,254,0.009999999776482582,0,117,1,0.9663923673691729
308875,Colégio do Ave,Guimarães,Faro,Algarve,Algarve,1er_et_2eme_cycle,184.0,46.0,46.0,46.0,46.0,0.0,43,34,44,44,46,44,42,45,0.5900000000000001,0.41,87,0,0,46,0.9782608695652174,0.9911697529680978
308878,"Escola Básica de Guardizela, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,77.0,21.0,21.0,15.0,20.0,0.0,,,,,,,,,,,,,,,,
308888,"Escola Básica de Monte Largo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,103.0,25.0,26.0,26.0,26.0,0.0,,,,,,,,,,,,,,,,
308895,"Escola Básica de Pencelo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,23.0,6.0,4.0,6.0,7.0,0.0,,,,,,,,,,,,,,,,
308901,"Escola Básica de Ucha de Baixo, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,29.0,9.0,8.0,3.0,9.0,0.0,,,,,,,,,,,,,,,,
308902,"Escola Básica de Barco, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,68.0,19.0,19.0,18.0,12.0,0.0125,,,,,,,,,,,,,,,,
308903,"Escola Básica de Donim, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,31.0,12.0,7.0,7.0,5.0,0.0,,,,,,,,,,,,,,,,
308907,"Escola Básica de Pinheiro, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,29.0,6.0,8.0,11.0,4.0,0.0,,,,,,,,,,,,,,,,
308936,"Escola Básica de Tagilde, Vizela",Vizela,Faro,Algarve,Algarve,1er_cycle_uniquement,26.0,11.0,4.0,5.0,6.0,0.0,,,,,,,,,,,,,,,,
308937,Colégio Arautos do Evangelho,Guimarães,,,,2eme_cycle_uniquement,,,,,,,*,*,*,*,*,*,*,*,*,*,*,-,*,2,*,*
308958,"Escola Básica de Cerca do Paço, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,69.0,15.0,22.0,11.0,21.0,0.0125,,,,,,,,,,,,,,,,
308967,"Escola Básica de Deserto, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,33.0,12.0,6.0,10.0,5.0,0.0425,,,,,,,,,,,,,,,,
308976,"Escola Básica de Vieite, Guimarães",Guimarães,Faro,Algarve,Algarve,1er_cycle_uniquement,54.0,15.0,10.0,19.0,10.0,0.0,,,,,,,,,,,,,,,,
308980,"Escola Básica e Secundária Arqueólogo Mário Cardoso, Ponte, Guimarães",Guimarães,,,,2eme_cycle_uniquement,,,,,,,87,82,85,90,103,88,87,106,0.53,0.47,193,0.009999999776482582,0,99,1,0.9618847724391726
309001,"Escola Básica do Cávado, Póvoa de Lanhoso",Póvoa de Lanhoso,Guarda,Beiras e Serra da Estrela,Centro,1er_cycle_uniquement,94.0,25.0,26.0,22.0,21.0,0.0425,,,,,,,,,,,,,,,,
309002,"Escola Básica D. Elvira Câmara Lopes, Campos, Póvoa de Lanhoso",Póvoa de Lanhoso,Guarda,Beiras e Serra da Estrela,Centro,1er_cycle_uniquement,62.0,11.0,14.0,20.0,17.0,0.03,,,,,,,,,,,,,,,,
309216,"Escola Básica António Lopes, Póvoa de Lanhoso",Póvoa de Lanhoso,Guarda,Beiras e Serra da Estrela,Centro,1er_cycle_uniquement,213.0,62.0,48.0,47.0,56.0,0.015,,,,,,,,,,,,,,,,
309387,Escola Básica de Póvoa de Lanhoso,Póvoa de Lanhoso,Guarda,Beiras e Serra da Estrela,Centro,1er_cycle_uniquement,184.0,20.0,52.0,54.0,58.0,0.0275,,,,,,,,,,,,,,,,
309719,"Escola Básica do Ave, Póvoa de Lanhoso",Póvoa de Lanhoso,Guarda,Beiras e Serra da Estrela,Centro,1er_et_2eme_cycle,151.0,40.0,43.0,34.0,34.0,0.0,51,48,41,54,40,44,50,37,0.54,0.46,87,0,0,40,0.95,0.954977795139248
309979,"Escola Básica Gonçalo Sampaio, Póvoa de Lanhoso",Póvoa de Lanhoso,,,,2eme_cycle_uniquement,,,,,,,165,153,187,171,149,198,171,150,0.52,0.48,321,0,0.019999999552965164,141,0.9716312056737588,0.9521149857364467
310009,"Escola Básica do Gerês, Terras de Bouro",Terras de Bouro,Leiria,Região de Leiria,Centro,1er_cycle_uniquement,26.0,12.0,2.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,
310057,"Escola Básica de Rio Caldo, Terras de Bouro",Terras de Bouro,Leiria,Região de Leiria,Centro,1er_et_2eme_cycle,39.0,9.0,9.0,12.0,9.0,0.0275,16,28,12,18,20,12,12,23,0.5700000000000001,0.43,35,0,0,19,1,0.9621402250203531
310736,Escola Básica e Secundária de Terras de Bouro,Terras de Bouro,Leiria,Região de Leiria,Centro,1er_et_2eme_cycle,92.0,20.0,31.0,17.0,24.0,0.025,28,40,29,30,27,30,37,27,0.44999999999999996,0.55,64,0,0,27,0.9629629629629629,0.9500100305126997
311001,"Escola Básica do Cávado, Louredo, Vieira do Minho",Vieira do Minho,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,47.0,10.0,8.0,16.0,13.0,0.0775,,,,,,,,,,,,,,,,
311002,"Escola Básica Domingos de Abreu, Vieira do Minho",Vieira do Minho,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,219.0,51.0,58.0,40.0,70.0,0.0075,,,,,,,,,,,,,,,,
311243,"Escola Básica de Rossas, Vieira do Minho",Vieira do Minho,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,38.0,8.0,10.0,8.0,12.0,0.0425,,,,,,,,,,,,,,,,
311345,"Escola Básica e Secundária Vieira de Araújo, Vieira do Minho",Vieira do Minho,,,,2eme_cycle_uniquement,,,,,,,79,103,97,82,90,100,75,95,0.54,0.46,170,0.029999999329447746,0.029999999329447746,89,0.9662921348314607,0.957346682300805
311940,"Escola Básica de Guilhofrei, Vieira do Minho",Vieira do Minho,Lisboa,Grande Lisboa,Grande Lisboa,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
312002,"Escola Básica de Joane, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,239.0,65.0,47.0,59.0,68.0,0.0075,,,,,,,,,,,,,,,,
312003,"Escola Básica n.º 1 de Ribeirão, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,287.0,69.0,75.0,74.0,69.0,0.0,,,,,,,,,,,,,,,,
312004,"Escola Básica de Louro/Mouquim, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,153.0,45.0,37.0,39.0,32.0,0.0075,,,,,,,,,,,,,,,,
312005,"Escola Básica de Antas, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,183.0,46.0,44.0,44.0,49.0,0.0,,,,,,,,,,,,,,,,
312008,"Escola Básica de Cruz, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,38.0,11.0,7.0,7.0,13.0,0.0,,,,,,,,,,,,,,,,
312045,"Escola Básica de Outiz, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,30.0,0.0,13.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,
312091,"Escola Básica de Louredo, Calendário, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,84.0,20.0,24.0,18.0,22.0,0.0225,,,,,,,,,,,,,,,,
312136,Jardim de Infância O Talvaizinho,Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
312138,"Escola Básica de Carreira, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,30.0,13.0,2.0,8.0,7.0,0.0,,,,,,,,,,,,,,,,
312140,"Escola Básica de Cabeçudos, Vila Nova de Famalicão",Vila Nova de Famalicão,Portalegre,Alto Alentejo,Alentejo,1er_cycle_uniquement,37.0,10.0,11.0,10.0,6.0,0.0425,,,,,,,,,,,,,,,,
