NO_REGIAO;NO_UF;SG_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;DS_ENDERECO;NU_ENDERECO;NO_BAIRRO;CO_CEP;LATITUDE;LONGITUDE;TP_SITUACAO_FUNCIONAMENTO;IN_COMUM_FUND_AI
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO CIVICO MILITAR;35008681;4;1;GENERAL GLICERIO;3330;CENTRO;15015400;;;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CENTRO EDUCACIONAL SANTO ANDRE;35009563;4;1;RUBIAO JUNIOR;3609;VILA BOM JESUS;15014220;;;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;TRAVESSIA ESCOLA DA INFANCIA;35009577;4;1;DAS HORTENSIAS;524;JARDIM DOS SEIXAS;15061080;-20.80715677;-49.36747131;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO CAETANO;35009661;4;1;MILTON FERREIRA DA SILVA;15;ESTANCIA SAO PEDRO VILA AZUL;15086426;;;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;LUIZ ANTONIO FLEURY FILHO;35010106;3;1;ROSA ANTONIA DA SILVA AZEVEDO;201;EGYDIO ZANI;15048356;;;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ESCOLA SPAZIO CRESCI;35010144;4;1;DOUTOR ANTONIO BELLINI;200;BOSQUE DA SAUDE;15091241;;;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO FILHOS PARA O CEU;35010998;4;1;RUA FLORIANO PEIXOTO;1200;BOA VISTA;15025110;;;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO INTELECTUS RIO PRETO UNIDADE II;35011059;4;1;AVENIDA BADY BASSITT;3777;CENTRO;15015700;;;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;JARDIM PETITEZ LUGAR PARA SER SENTIR E PERTENCER;35011092;4;1;RUA FRANCISCO CAL;83;VILA SAO JOSE;15090090;;;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ESCOLA BILINGUE AMERICA BILINGUAL EDUCATION;35104309;4;1;ANTONIO DE GODOY;5085;NOVA REDENTORA;15090025;-20.8195335;-49.3860245;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ESCOLA SESI YOLANDA C BASSITT;35116324;4;1;ABILIO APPOLONI;500;JARDIM CONCEICAO;15030800;-20.78794;-49.38188;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;SANTO ANDRE COLEGIO;35116361;4;1;RUBIAO JUNIOR;3609;VILA BOM JESUS;15014220;-20.8181615;-49.3790346;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO AGOSTINIANO SAO JOSE;35116373;4;1;DOS AGOSTINIANOS;88;JARDIM SANTA CATARINA;15080180;-20.8255682;-49.3703396;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ADVENTISTA DE SAO JOSE DO RIO PRETO COLEGIO DE EFM;35116385;4;1;RADIALISTAS RIOPRETENSES;895;NOVA REDENTORA;15090070;-20.8297385;-49.3922899;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;RESSURREICAO RIO PRETO COLEGIO;35116415;4;1;DA RESSURREICAO;135;CENTRO;15061010;-20.8098699;-49.3603825;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO CATOLICO SANTO ANTONIO;35116440;4;1;FRITZ JACOBS;1134;BOA VISTA;15025500;-20.8032143;-49.3860533;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ESCOLA SESI WALDEMAR VERDI JUNIOR;35121368;4;1;DUQUE DE CAXIAS;4656;JARDIM DOS SEIXAS;15061001;-20.8104733;-49.3641883;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ALBERT SABIN CENTRO DE EDUCACAO E CULTURA CECAS;35123365;4;1;RUA JOSE SCARPELLI SOBRINHO;500;JARDIM VIVENDAS;15090380;-20.848616;-49.3997379;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ZERBINI DR ESCOLA COOPERATIVA;35124242;4;1;DOUTOR MARIO CLAPIER URBINATI;940;JARDIM MOYSES MIGUEL HADDAD;15093130;-20.8547367;-49.4157993;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO PREVE RIO PRETO;35127759;4;1;REGENTE FEIJO;667;VILA ERCILIA;15013080;-20.8118773;-49.3686201;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ESCOLA SAO MARCOS;35133073;4;1;WALDOMIRO DAUD;572;PARQUE RESIDENCIAL COMENDADOR MANCOR DAUD;15070530;-20.825075;-49.3612947;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ATENEU COLEGIO;35139452;4;1;FRANCISCO CHAGAS DE OLIVEIRA;791;VILA SAO JOSE;15090190;-20.8190852;-49.4270242;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;OLGA MALLOUK LOPES DA SILVA;35148568;3;1;MICHEL JACOB;SN;JARDIM SIMOES;15046470;-20.7689775;-49.3841612;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;SANTA EDWIGES COLEGIO INTEGRADO;35153199;4;1;SIQUEIRA CAMPOS;2073;PARQUE INDUSTRIAL;15025055;-20.8047852;-49.3860282;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;SANTA TERESA D AVILA COLEGIO;35154866;4;1;DOUTOR EDUARDO NIELSEM;409;JARDIM CONGONHAS;15030070;-20.8049776;-49.4051259;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;PARTENON COLEGIO;35160854;4;1;SEBASTIAO VOLPE;10;JARDIM ALTO ALEGRE;15055250;-20.7904724;-49.3610158;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CERP COLEGIO;35164914;4;1;ARGENTINA;942;JARDIM AMERICA;15055255;-20.7906877;-49.3615502;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO HELAINE MUNIA;35165876;4;1;ANISIO HADDAD;6580;JARDIM ACLIMACAO;15093000;-20.83645198;-49.40186868;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;AZEVEDO MARQUES COLEGIO;35173824;4;1;FRITZ JACOBS;3373;SANTOS DUMONT;15020030;-20.8177333;-49.4010022;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ARTE MANHA ESCOLA INFANTIL;35174592;4;1;GILBERTO LOPES DA SILVA;1920;JARDIM WALKIRIA;15085390;-20.833051;-49.3905881;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO CEO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;35174634;4;1;RUA MARIA CAROLINA TREVISAN FAVA;2330;UNIVERSITARIO;15090330;-20.8436635;-49.3962993;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;INTERATIVO COLEGIO;35174646;4;1;BONFA NATALE;1822;SANTOS DUMONT;15020130;-20.8154222;-49.40120461;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CARLOS CHAGAS FILHO EEIEFM;35174658;4;1;JUSCELINO KUBITSCHEK DE OLIVEIRA PRESIDENTE;1000;JARDIM TARRAF;15091450;-20.8319952;-49.4067019;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;POLLICARE COLEGIO;35186485;4;1;DOM PEDRO I;2815;VILA MOREIRA;15030500;-20.8089184;-49.3995336;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COGNITIVO COLEGIO ESCOLA DE ED INFANTIL E ENS FUNDAMENTAL;35188335;4;1;PROMISSAO;909;ELDORADO;15043430;-20.7908386;-49.4043774;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;JEAN PIAGET ESCOLA DE EI E EF;35188347;4;1;JESUS VILANOVA VIDAL;975;SANTOS DUMMONT;15025020;-20.81070671;-49.38775633;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO CATA VENTO;35188360;4;1;AFONSO GUIMARAES JUNIOR;68;PARQUE RESIDENCIAL COMENDADOR MANCOR DAUD;15070620;-20.8174586;-49.3652484;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;EDUCAR ZIP ZAP COLEGIO UNIDADE I;35188438;4;1;NEUZA APARECIDA DE CARVALHO GARCIA;45;PARQUE JAGUARE;15051030;-20.7840017;-49.3709784;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CRIARTE COLEGIO UNIDADE I;35188633;4;1;CRAVOS;148;JARDIM DOS SEIXAS;15061100;-20.807145;-49.3706729;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;VEM SER COLEGIO;35188712;4;1;SAO BENEDITO;2255;VILA NOSSA SENHORA DA PAZ;15025190;-20.8162131;-49.3961259;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;BOA VISTA LICEU COLEGIO;35192648;4;1;BOA VISTA;256;BOA VISTA;15025010;-20.8052988;-49.3814655;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;OLDEMAR STOBBE;35196253;3;1;JOSE ELIAS ABRAHAO;105;RESIDENCIAL GABRIELA;15042067;-20.7907936;-49.4284703;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;AMAURY DE ASSIS FERREIRA;35200759;3;1;JAMIL KFOURI;1035;RESIDENCIAL MACEDO TELES I;15040531;-20.8002861;-49.4157649;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;NORBERTO BUZZINI;35211254;3;1;WALDOMIRO NADOTTI;800;JARDIM YOLANDA;15061540;-20.8083788;-49.3511575;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CLEOPHAS BELTRAN SILVENTE;35219605;3;1;JOAO GABRIEL;388;JARDIM SORAIA;15075090;-20.8157224;-49.3552789;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;MICHEL PEDRO SAWAYA;35219617;3;1;DARCI FRIEDERICH PACHECO;440;CONJUNTO HABITACIONAL CRISTO REI;15076570;-20.8365275;-49.350387;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;EZEQUIEL RAMOS;35219629;3;1;BOA VISTA;938;BOA VISTA;15025010;-20.8097116;-49.3858357;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;LUIZ JACOB;35219630;3;1;GUMERCINDO DE OLIVEIRA BARROS;919;SAO FRANCISCO;15086240;-20.8460847;-49.3850803;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;GUIOMAR MAIA;35219642;3;1;LUZIA DA COSTA CARVALHO;SN;CONJUNTO HABITACIONAL SAO DEOCLECIANO;15057120;-20.7895887;-49.3459213;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;OSCAR ARANTES PIRES;35219654;3;1;IMPERIAL;569;VILA IMPERIAL;15015610;-20.8164611;-49.391315;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;YOLANDA FERRARI VARGAS;35219666;3;1;DEZENOVE DE MARCO;901;JARDIM MARIA LUCIA;15047105;-20.7688613;-49.4076195;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;FRANCISCO FELIPE CAPUTO PROF EM;35219678;3;1;PROFESSORA ZULMIRA DA SILVA SALLES;897;PARQUE INDUSTRIAL;15030150;-20.8045891;-49.3973454;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;HALIM ATIQUE PROF DR EM;35219685;3;1;DOUTOR WALDEMIRO NAFFAH;70;CECAP;15041011;-20.7947621;-49.4166761;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;RUY NAZARETH;35219691;3;1;ALMELINDA APARECIDA DE PAULA AMARAL;149;PARQUE JAGUARE;15051060;-20.7736613;-49.3680044;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;WILSON ROMANO CALIL;35223724;3;1;ALBERTO OLIVIERI;2695;JARDIM ANIELLI;15041235;-20.7845094;-49.4088642;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;SILVIO BENITO MARTINI DEPUTADO EM;35223736;3;1;GERALDO BARBOSA DE OLIVEIRA;2801;JARDIM SANTO ANTONIO;15047166;-20.7601312;-49.3958054;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ADHERBAL ABRAO DOS SANTOS;35224340;3;1;VICTORIO ANTONIO MENEZELLO;710;JARDIM MARACANA;15092100;-20.8268086;-49.4122082;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;JOAO JOSE FERIS;35227341;3;1;MARIA CERON VOLPE;751;VILA TONINHO;15077020;-20.8448069;-49.3447802;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;RISCIERI BERTO;35227353;3;1;MARIO VALADAO FURQUIM DOUTOR;931;SOLO SAGRADO I;15044360;-20.7804921;-49.417487;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;LYDIA SANFELICE;35227365;3;1;LUCIANO LISO;370;JARDIM BELA VISTA;15060290;-20.8002426;-49.3609209;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;JOSE MARIA ROLLEMBERG SAMPAIO DR EM;35227377;3;1;HERMOGENES DE FARIA;4157;VILA SAO JORGE;15040060;-20.799111;-49.4043739;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CENOBELINO DE BARROS SERRA;35228199;3;1;SAUDADE;3719;VILA SANTA CRUZ;15014020;-20.8144548;-49.3742751;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;JOAO JORGE SABINO;35228205;3;1;MARIA ELIAS CURY;SN;SAO FRANCISCO;15086110;-20.8404489;-49.3774587;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ANTONIO TEIXEIRA MARQUES;35228217;3;1;ARARIGBOIA;775;VILA ANCHIETA;15050350;-20.7895355;-49.3740961;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ARLINDO DOS SANTOS;35228229;3;1;JOAO BATISTA FRANCA MAJOR;100;PARQUE INDUSTRIAL;15025610;-20.7919886;-49.3798166;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ROBERTO JORGE;35246487;3;1;SAO BENTO;471;GONZAGA DE CAMPOS;15035310;-20.8113713;-49.4245108;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;PAUL PERCY HARRIS EM;35269438;3;1;JOAO GAGLIARDO;145;PARQUE DA CIDADANIA;15047234;-20.751495;-49.40652167;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;SILVIO DE MELO;35289206;3;1;PROMISSAO;SN;ELDORADO;15043430;-20.7909877;-49.4036311;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CRIARTE COLEGIO UNIDADE II;35295863;4;1;HORTENSIAS;165;JARDIM DOS SEIXAS;15061080;-20.8068543;-49.3708942;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;MARIA PEREGRINA ESCOLA;35297562;4;1;FRANCISCO RODRIGUES DE FREITAS;184;CECAP;15041049;-20.7933663;-49.4166058;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;EDUCAR ZIP ZAP COLEGIO;35357157;4;1;JESUS CAETANO SOARES;1031;JARDIM CAPARROZ;15050460;-20.7810606;-49.3712507;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;LONDON COLEGIO;35357327;4;1;BENJAMIM CONSTANT;3463;VILA IMPERIAL;15015600;-20.8125015;-49.3859853;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;INTEGRACAO COLEGIO;35419928;4;1;MONTEIRO LOBATO;450;PARQUE RESIDENCIAL ROMANO CALIL;15076080;-20.8229637;-49.3567777;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;LAMARCK COLEGIO;35438085;4;1;RUBIAO JUNIOR;3308;CENTRO;15010090;-20.8160069;-49.3813994;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;LUMINUM DELPHOS COLEGIO;35439514;4;1;HUMBERTO DELBONI;1126;JARDIM FUSCALDO;15061320;-20.8070182;-49.3574775;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;RIO PRETO COLEGIO;35440536;4;1;LUIS CARLOS SPINOLA CASTRO;368;HIGIENOPOLIS;15085510;-20.8397983;-49.3848197;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ANTONIO ESPADA FILHO;35461787;3;1;JOSE DA SILVA SE;500;CONDOMINIO RESIDENCIAL PARQUE DA LIBERDADE I;15056750;-20.7685324;-49.3288873;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CARMEN NELITA ANSELMO VETTORAZZO;35461805;3;1;ESTR MUN VALDOMIRO LOPES DA SILVA;2301;BELA VISTA;15044800;-20.7589032;-49.4393003;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;FLAVIO FASANELLI RODRIGUES;35461830;3;1;JOSE DOMINGUES NETTO;3500;VILA AZUL;15087000;-20.8752183;-49.3826475;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CYRINO VAZ DE LIMA;35461854;3;1;REGINALDO PERPETUO RAIMUNDO SALGADO;266;LOTEAMENTO PARQUE NOVA ESPERANCA;15047384;-20.74181;-49.4138;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;REGINA MALLOUK;35462512;3;1;ESTRADA PASTOR JOS PEROZIN 1;SN;ESTANCIA BOSQUE VERDE;15051660;-20.7398937;-49.3563941;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;MAPLE BER CANADIAN SCHOOL;35465598;4;1;RUA DOS RADIALISTAS RIOPRETENSES;1300;NOVA REDENTORA;15090190;-20.8211428;-49.3866924;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;POLLICARE UNIDADE II COLEGIO;35465653;4;1;PEDRO I DOM;2796;VILA MOREIRA;15030500;-20.8085286;-49.3994718;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;POLLICARE UNIDADE III COLEGIO;35469853;4;1;PEDRO I DOM;2815;VILA MOREIRA;15030500;-20.8089208;-49.3994429;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;QUINTAL MAGICO COLEGIO;35480484;4;1;ANTONIO MARCONI;600;JARDIM YOLANDA;15061570;-20.807085;-49.3491631;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CIDADE RIO PRETO COLEGIO;35500033;4;1;BERNARDINO DE CAMPOS;4516;CENTRO;15015300;-20.821206;-49.3911361;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;MAPLE BEAR GOLFE;35528304;4;1;RUA DOS RADIALISTAS RIOPRETENSES;1300;NOVA REDENTORA;15090190;-20.8566059;-49.411664;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;CENTRO ATEND SOCIOEDUC ADOLESCENTE GRANDES LAGOS CI;35559362;2;2;DELCIO CUSTODIO DA SILVA;SN;RESIDENCIAL HELENA;15046450;-20.740749;-49.3800085;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ALVARO LUIZ ANGELONI;35567152;3;1;JAQUELINE FREITAS DO PRADO;420;LOTEAMENTO PARQUE RESIDENCIAL DA LEALDADE;15054613;-20.7537278;-49.3280947;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;APRENDER E VIVER ESCOLA;35568326;4;1;AV DAS HORTENSIAS;482;JARDIM DOS SEIXAS;15061080;-20.806692;-49.3680639;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ESCOLA PASSINHO LIVRE UNIDADE II;35568824;4;1;RIO PRETO;2555;VILA REDENTORA;15015760;-20.8174369;-49.3933328;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ESTIMULACAO DO SABER ORIENTADO COLEGIO PARA COESO;35803736;4;1;DOUTOR GILBERTO LOPES SILVA;1940;JARDIM WALQUIRIA;15085390;-20.8331933;-49.3906973;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;RENASCER CENTRO EDUCACIONAL;35807928;4;1;AMELIA CURY GABRIEL;4701;JARDIM VITORIA REGIA;15075220;-20.8169073;-49.3500662;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;COLEGIO CONOSCENZA;35810113;4;1;JOSE SILVA DO AMARAL SALES;1937;JARDIM ROSEANA;15025450;-20.8076856;-49.3912102;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;FAZENDO ARTE COLEGIO;35810125;4;1;MARECHAL DEODORO;3738;SANTA CRUZ;15014060;-20.8174447;-49.3770381;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;EXATA ESCOLA;35810162;4;1;TIRADENTES;2097;PARQUE INDUSTRIAL;15025050;-20.80431;-49.38542;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;VERA;35064804;3;1;HUMBERTO PAZOTTI;253;JARDIM SCHMITT;15062547;-20.8637517;-49.3098312;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;PONTO ALFA ESCOLA DE EDUCACAO INFANTIL CONST RUT;35188645;4;1;DAVI ANTUNES;2;CHACARA BELA VISTA;15077461;-20.8253196;-49.3934063;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;IEDA DE SEIXAS SOUZA;35461799;3;1;FRANCISCO CHICUTA DE VIVERES;80;PARQUE DAS AMORAS II;15062601;-20.85151;-49.319145;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;ESCOLA PONTO ALFA UNIDADE I;35470107;4;2;PALMIRA MOREIRA RODRIGUES;2A;CHACARA BELA VISTA;15077454;-20.8253303;-49.3934102;1;1
Sudeste;São Paulo;SP;São José do Rio Preto;3549805;JOANA CASAGRANDE VINHA;35224352;3;1;JOAQUIM RODRIGUES JUNIOR;SN;CENTRO TALHADO;15102020;-20.7062988;-49.2936225;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;MARIA ANTONIETA FERREIRA PAYAR PROFA EMEFI;35004243;3;1;ARLINDO IGNACIO;31;RESIDENCIAL PINHEIRINHO DOS PALMARES II;12228033;-23.2485064;-45.8039966;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;COLEGIO EL SHADAY;35005467;4;1;PRACA YAMAGATA;171;JARDIM ORIENTE;12236021;-23.239095;-45.8997581;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;COLEGIO MONTESSORI;35006123;4;1;DR NELSON D AVILA;363;CENTRO;12245641;-23.20707607;-45.88800495;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;INSTITUTO FOCUS EDUCACIONAL;35006169;4;1;JOSE DE RESENDE;270;JARDIM SUL;12236489;-23.2486;-45.89242667;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;ESCOLA PINDORAMA;35006177;4;1;PORTO NOVO;421;JARDIM SATELITE;12230060;-23.22442;-45.88572;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;ESCOLA DE ENSINO FUNDAMENTAL EDUCA KIDS LTDA;35007037;4;1;GUARANI;307;SANTANA;12211740;;;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;COLEGIO SOLARE;35007042;4;1;POSSIDONIO JOSE DE FREITAS;1401;URBANOVA;12244010;-23.19707333;-45.94260333;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;ESCOLA CASINHA VERDE;35007095;4;1;MEM DE SA;140;JARDIM PAULISTA;12216001;-23.18838492;-45.87789581;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;COLEGIO MATER PURISSIMA;35007265;4;1;CANDIDA MARIA CESAR SAWAYA GIANA;64;JARDIM APOLO I;12243003;;;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;INSTITUTO EDUCACIONAL ALETEA;35007884;4;1;RUA FERNAO DIAS;260;JARDIM NOVA AMERICA;12242580;;;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;TEREZINHA ARAUJO PROFA EMEFI;35008202;3;1;PEDRA DO SOL;SN;JARDIM SANTA HERMINIA;12226838;-23.21187974;-45.77994946;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;LUIZA MARIA CAVALCANTI GURATTI PROF EMEFI;35008221;3;1;BENEDITA FRANCISCA DA ROSA;203;SETVILLE ALTOS DE SAO JOSE;12226603;-23.22509786;-45.81987484;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;INSTITUTO LAURA VICUA;35008804;4;1;SIQUEIRA CAMPOS;625633;CENTRO;12210250;-23.17944548;-45.88079238;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;ADELIA CHUCRI NEME PROFA EMEFI;35009604;3;1;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 6701;6701;VILA INDUSTRIAL;12220901;-23.18243242;-45.86057218;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;JOSE FREDERICO MARQUES PROF EMEFI;35009605;3;1;NELSON JOSE DE CARVALHO FERREIRA;91;CAMPO DOS ALEMAES;12239170;-23.26843121;-45.89970235;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;HENRIQUETA COSTA PORTO PROFA EMEFI;35009606;3;1;SANTAREM;970;PARQUE INDUSTRIAL;12235550;-23.23422299;-45.90864236;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;ZILDA ALTIMIRA SOCI PROFA EMEFI;35009607;3;1;LARGO DA BOA VISTA;480;JARDIM BOA VISTA;12213690;-23.13445399;-45.91117047;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;NAJLA JAMILE SANTOS MACHADO DE ARAUJO PROFA EMEFI;35009608;3;1;OSVALDO ORLANDO DA COSTA;352;CONJUNTO RESIDENCIAL DOM PEDRO I;12232842;-23.27654039;-45.89241737;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;FELICIO SAVASTANO PROF EMEFI;35009609;3;1;CAPITAO RAUL FAGUNDES;341;MONTE CASTELO;12215030;-23.18278;-45.87274167;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;MARIA GOMIDE SANTOS DE SOUZA PROFA EMEFI;35009610;3;1;ZELIA ALBUQUERQUE DOS SANTOS;452;CIDADE MORUMBI;12236680;;;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;IRACEMA RIBEIRO DE FREITAS EMEFI;35009612;3;1;MURIAE;7;VILA IRACEMA;12228151;-23.24888541;-45.82829812;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;NELSON FERREIRA DA SILVA PROF EMEFI;35009613;3;1;WLADIMIR HERZOG;400;BOSQUE DOS EUCALIPTOS;12233610;-23.2549103;-45.88672584;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;MAURICIO ANISSE CURY DR EMEFI;35009614;3;1;ENGENHEIRO FRANCISCO JOSE LONGO;832;JARDIM SAO DIMAS;12245001;-23.20041928;-45.88905821;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;AMINTAS ROCHA BRITO PROF EMEFI;35009616;3;1;ANIBAL FERRI;193;JARDIM CASTANHEIRA;12225290;-23.18490405;-45.79324025;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;EUNICE CORDEIRO DOS SANTOS RODRIGUES PROFA EMEFI;35009617;3;1;MAJOR MANOEL FERNANDES NETTO;370;VILA SAO GERALDO;12213270;-23.14804366;-45.91112796;1;1
Sudeste;São Paulo;SP;São José dos Campos;3549904;ARLETE ELOIZA FERREIRA TEIXEIRA PROFA EMEFI;35009618;3;1;ORLANDO SILVA;35;JARDIM NOVA DETROIT;12224580;-23.16642767;-45.81134513;1;1
